proteinID_x	organism_x	description_x	valid_cds_x	proteinID_y	organism_y	description_y	valid_cds_y
G5BY14	HG	standard	True	Q3UUV5	MM	standard	True
G5BY15	HG	standard	True	Q91WL6	MM	standard	True
G5BY16	HG	standard	True	P83917	MM	standard	True
G5BY17	HG	standard	True	Q61985	MM	standard	True
G5BY18	HG	standard	True	Q9JHH9	MM	standard	True
G5BY19	HG	standard	True	Q99LM2	MM	standard	True
G5BY20	HG	standard	True	Q91XF0	MM	standard	True
G5BY21	HG	standard	True	Q9D2H6	MM	standard	True
G5BY23	HG	standard	True	Q8VCA8	MM	standard	True
G5BY24	HG	standard	True	Q9DAP0	MM	standard	True
G5BY25	HG	standard	True	Q3TBW2	MM	standard	True
G5BY26	HG	standard	True	A2A716	MM	standard	True
G5BY27	HG	standard	True	Q9JKD8	MM	standard	True
G5BY29	HG	standard	True	P70168	MM	standard	True
G5BY30	HG	standard	True	Q11011	MM	standard	True
G5BY31	HG	standard	True	Q9D0Q7	MM	standard	True
G5BY34	HG	standard	True	Q69ZH9	MM	standard	True
G5BY41	HG	standard	True	Q8BV89	MM	standard	True
G5BY42	HG	standard	True	Q9DCJ1	MM	standard	True
G5BY44	HG	standard	True	Q922B6	MM	standard	True
G5BY45	HG	standard	True	Q504M8	MM	standard	True
G5BY48	HG	standard	True	O35980	MM	standard	True
G5BY49	HG	standard	True	Q9JHL1	MM	standard	True
G5BY51	HG	standard	True	Q80YR4	MM	standard	True
G5BY53	HG	standard	True	P56213	MM	standard	True
G5BY54	HG	standard	True	Q8VCM2	MM	standard	True
G5BY55	HG	standard	True	Q8C4J7	MM	standard	True
G5BY58	HG	standard	True	Q9DCS9	MM	standard	True
G5BY59	HG	standard	True	E9PWZ3	MM	standard	True
G5BY60	HG	standard	True	Q5GFD5	MM	standard	True
G5BY61	HG	standard	True	Q9D513	MM	standard	True
G5BY62	HG	standard	True	Q8R0F8	MM	standard	True
G5BY63	HG	standard	True	Q99KB8	MM	standard	True
G5BY64	HG	standard	True	P70389	MM	standard	True
G5BY65	HG	standard	True	Q9R061	MM	standard	True
G5BY66	HG	standard	True	Q571F5	MM	standard	True
G5BY67	HG	standard	True	Q9JIK9	MM	standard	True
G5BY69	HG	standard	True	Q9ESN9	MM	standard	True
G5BY70	HG	standard	True	Q6PGH2	MM	standard	True
G5BY72	HG	standard	True	Q6PG95	MM	standard	True
G5BY73	HG	standard	True	E9PY46	MM	standard	True
G5BY74	HG	standard	True	Q9DC40	MM	standard	True
G5BY75	HG	standard	True	Q6RUU0	MM	standard	True
G5BY76	HG	standard	True	Q9D112	MM	standard	True
G5BY77	HG	standard	True	P16014	MM	standard	True
G5BY78	HG	standard	True	Q8CE96	MM	standard	True
G5BY79	HG	standard	True	Q9CWV1	MM	standard	True
G5BY82	HG	standard	True	P59113	MM	standard	True
G5BY84	HG	standard	True	Q9JJ78	MM	standard	True
G5BY85	HG	standard	True	Q8CIB9	MM	standard	True
G5BY86	HG	standard	True	Q78PG9	MM	standard	True
G5BY89	HG	standard	True	P58710	MM	standard	True
G5BY90	HG	standard	True	P48972	MM	standard	True
G5BY92	HG	standard	True	P34914	MM	standard	True
G5BY94	HG	standard	True	Q9QVP9	MM	standard	True
G5BY95	HG	standard	True	Q8C006	MM	standard	True
G5BY96	HG	standard	True	P63042	MM	standard	True
G5BY99	HG	standard	True	O08553	MM	standard	True
G5BYA2	HG	standard	True	Q91W53	MM	standard	True
G5BYA3	HG	standard	True	O08792	MM	standard	True
G5BYA7	HG	standard	True	Q80UN1	MM	standard	True
G5BYA8	HG	standard	True	P13562	MM	standard	True
G5BYA9	HG	standard	True	B2RY04	MM	standard	True
G5BYB0	HG	standard	True	P08551	MM	standard	True
G5BYB1	HG	standard	True	P08553	MM	standard	True
G5BYB2	HG	standard	True	Q9R0X2	MM	standard	True
G5BYB6	HG	standard	True	Q9CY02	MM	standard	True
G5BYB7	HG	standard	True	Q91W34	MM	standard	True
G5BYB9	HG	standard	True	Q5EBP3	MM	standard	True
G5BYC2	HG	standard	True	P56959	MM	standard	True
G5BYC3	HG	standard	True	Q9ESD1	MM	standard	True
G5BYC4	HG	standard	True	Q9D1P2	MM	standard	True
G5BYC5	HG	standard	True	O55028	MM	standard	True
G5BYC7	HG	standard	True	Q571E5	MM	standard	True
G5BYC8	HG	standard	True	Q6NV66	MM	standard	True
G5BYC9	HG	standard	True	Q8K2R5	MM	standard	True
G5BYD3	HG	standard	True	E9PYH6	MM	standard	True
G5BYD5	HG	standard	True	Q8R1M0	MM	standard	True
G5BYD7	HG	standard	True	Q6ZQ73	MM	standard	True
G5BYE0	HG	standard	True	V9GXH0	MM	standard	True
G5BYE1	HG	standard	True	Q9Z2D7	MM	standard	True
G5BYE4	HG	standard	True	Q8VIK3	MM	standard	True
G5BYE6	HG	standard	True	Q62420	MM	standard	True
G5BYF2	HG	standard	True	Q9R257	MM	standard	True
G5BYF5	HG	standard	True	Q9CWX9	MM	standard	True
G5BYF6	HG	standard	True	P46414	MM	standard	True
G5BYF8	HG	standard	True	Q32M00	MM	standard	True
G5BYF9	HG	standard	True	Q6PCP3	MM	standard	True
G5BYG0	HG	standard	True	Q9D920	MM	standard	True
G5BYG4	HG	standard	True	Q9CPT0	MM	standard	True
G5BYG9	HG	standard	True	Q91ZK4	MM	standard	True
G5BYH1	HG	standard	True	O08605	MM	standard	True
G5BYH2	HG	standard	True	Q8BJG4	MM	standard	True
G5BYI0	HG	standard	True	D3Z5S8	MM	standard	True
G5BYI1	HG	standard	True	Q6ZPR6	MM	standard	True
G5BYI8	HG	standard	True	Q149L0	MM	standard	True
G5BYI9	HG	standard	True	Q9D7S9	MM	standard	True
G5BYJ1	HG	standard	True	P61329	MM	standard	True
G5BYJ9	HG	standard	True	Q6PB97	MM	standard	True
G5BYK0	HG	standard	True	P83714	MM	standard	True
G5BYK1	HG	standard	True	O08664	MM	standard	True
G5BYK2	HG	standard	True	Q6A085	MM	standard	True
G5BYK3	HG	standard	True	Q3U319	MM	standard	True
G5BYK4	HG	standard	True	Q6NZQ0	MM	standard	True
G5BYK5	HG	standard	True	Q9DB30	MM	standard	True
G5BYK6	HG	standard	True	A0A087WQ44	MM	standard	True
G5BYK8	HG	standard	True	Q7TPN9	MM	standard	True
G5BYK9	HG	standard	True	Q8BKK5	MM	standard	True
G5BYL1	HG	standard	True	E9Q5M9	MM	standard	True
G5BYL3	HG	standard	True	Q8R0T2	MM	standard	True
G5BYL6	HG	standard	True	Q9QY93	MM	standard	True
G5BYL8	HG	standard	True	Q3US17	MM	standard	True
G5BYL9	HG	standard	True	P97457	MM	standard	True
G5BYM1	HG	standard	True	Q9CWK3	MM	standard	True
G5BYM3	HG	standard	True	Q91X91	MM	standard	True
G5BYM4	HG	standard	True	Q8K0C5	MM	standard	True
G5BYM5	HG	standard	True	Q3V300	MM	standard	True
G5BYN2	HG	standard	True	Q8BGV7	MM	standard	True
G5BYN5	HG	standard	True	Q8BLH7	MM	standard	True
G5BYP3	HG	standard	True	Q8VCS0	MM	standard	True
G5BYP6	HG	standard	True	Q9R0L7	MM	standard	True
G5BYP7	HG	standard	True	Q9DBR0	MM	standard	True
G5BYQ6	HG	standard	True	O89094	MM	standard	True
G5BYQ8	HG	standard	True	Q9D4K7	MM	standard	True
G5BYS1	HG	standard	True	Q497V9	MM	standard	True
G5BYS2	HG	standard	True	Q9CR61	MM	standard	True
G5BYS4	HG	standard	True	Q9QYJ3	MM	standard	True
G5BYS5	HG	standard	True	Q9Z0G0	MM	standard	True
G5BYS7	HG	standard	True	P70268	MM	standard	True
G5BYT3	HG	standard	True	P05132	MM	standard	True
G5BYT6	HG	standard	True	Q8CF25	MM	standard	True
G5BYT7	HG	standard	True	A0A087WQ89	MM	standard	True
G5BYT9	HG	standard	True	O70394	MM	standard	True
G5BYU0	HG	standard	True	Q8CHK2	MM	standard	True
G5BYU1	HG	standard	True	P48377	MM	standard	True
G5BYU3	HG	standard	True	Q6P3Y9	MM	standard	True
G5BYU4	HG	standard	True	Q8K1A6	MM	standard	True
G5BYU6	HG	standard	True	P60324	MM	standard	True
G5BYU7	HG	standard	True	Q8C7B8	MM	standard	True
G5BYU8	HG	standard	True	Q8R1F0	MM	standard	True
G5BYU9	HG	standard	True	Q9CQT1	MM	standard	True
G5BYV1	HG	standard	True	Q9D516	MM	standard	True
G5BYV3	HG	standard	True	P17950	MM	standard	True
G5BYV4	HG	standard	True	Q7TSZ8	MM	standard	True
G5BYV5	HG	standard	True	Q3TX08	MM	standard	True
G5BYV6	HG	standard	True	P27792	MM	standard	True
G5BYV8	HG	standard	True	Q76LW6	MM	standard	True
G5BYV9	HG	standard	True	Q9CR59	MM	standard	True
G5BYW0	HG	standard	True	P54726	MM	standard	True
G5BYW1	HG	standard	True	P14211	MM	standard	True
G5BYW2	HG	standard	True	Q8C0C7	MM	standard	True
G5BYW3	HG	standard	True	Q60759	MM	standard	True
G5BYW4	HG	standard	True	P46099	MM	standard	True
G5BYW5	HG	standard	True	P56542	MM	standard	True
G5BYW8	HG	standard	True	Q9CWY8	MM	standard	True
G5BYW9	HG	standard	True	A0A1L1STL9	MM	standard	True
G5BYX0	HG	standard	True	Q61171	MM	standard	True
G5BYX1	HG	standard	True	P09450	MM	standard	True
G5BYX2	HG	standard	True	Q7TMK6	MM	standard	True
G5BYX4	HG	standard	True	O54984	MM	standard	True
G5BYX5	HG	standard	True	Q99LG2	MM	standard	True
G5BYX6	HG	standard	True	F8VPX2	MM	standard	True
G5BYX7	HG	standard	True	B2RVA4	MM	standard	True
G5BYX8	HG	standard	True	Q3TXU5	MM	standard	True
G5BYX9	HG	standard	True	Q9DAJ4	MM	standard	True
G5BYY1	HG	standard	True	O09159	MM	standard	True
G5BYY6	HG	standard	True	Q8CCT7	MM	standard	True
G5BYY8	HG	standard	True	Q6PER3	MM	standard	True
G5BYZ0	HG	standard	True	Q09M02	MM	standard	True
G5BYZ1	HG	standard	True	Q99K41	MM	standard	True
G5BYZ2	HG	standard	True	P97328	MM	standard	True
G5BYZ3	HG	standard	True	Q8R1U2	MM	standard	True
G5BYZ6	HG	standard	True	Q9JLR5	MM	standard	True
G5BYZ9	HG	standard	True	B2RQC6	MM	standard	True
G5BZ01	HG	standard	True	Q8C632	MM	standard	True
G5BZ02	HG	standard	True	Q9ERP3	MM	standard	True
G5BZ04	HG	standard	True	Q8BL74	MM	standard	True
G5BZ06	HG	standard	True	Q61749	MM	standard	True
G5BZ07	HG	standard	True	Q8BVL3	MM	standard	True
G5BZ09	HG	standard	True	Q61074	MM	standard	True
G5BZ10	HG	standard	True	Q99J45	MM	standard	True
G5BZ12	HG	standard	True	Q6VH22	MM	standard	True
G5BZ13	HG	standard	True	Q8BWQ5	MM	standard	True
G5BZ14	HG	standard	True	Q9ES03	MM	standard	True
G5BZ16	HG	standard	True	Q8K402	MM	standard	True
G5BZ17	HG	standard	True	Q8BML3	MM	standard	True
G5BZ22	HG	standard	True	Q8BMQ3	MM	standard	True
G5BZ26	HG	standard	True	Q3TCJ1	MM	standard	True
G5BZ27	HG	standard	True	Q9D853	MM	standard	True
G5BZ29	HG	standard	True	Q8BGR5	MM	standard	True
G5BZ30	HG	standard	True	Q9D7I5	MM	standard	True
G5BZ31	HG	standard	True	P42580	MM	standard	True
G5BZ32	HG	standard	True	P29758	MM	standard	True
G5BZ33	HG	standard	True	Q7TSY6	MM	standard	True
G5BZ39	HG	standard	True	A2AQW0	MM	standard	True
G5BZ40	HG	standard	True	P35486	MM	standard	True
G5BZ42	HG	standard	True	Q3U1C4	MM	standard	True
G5BZ45	HG	standard	True	Q9Z111	MM	standard	True
G5BZ48	HG	standard	True	Q8C4U3	MM	standard	True
G5BZ58	HG	standard	True	A2A7F4	MM	standard	True
G5BZ59	HG	standard	True	O88531	MM	standard	True
G5BZ60	HG	standard	True	P40124	MM	standard	True
G5BZ61	HG	standard	True	Q8C0C4	MM	standard	True
G5BZ66	HG	standard	True	O55042	MM	standard	True
G5BZ72	HG	standard	True	Q8BGI4	MM	standard	True
G5BZ73	HG	standard	True	A6H6S0	MM	standard	True
G5BZ75	HG	standard	True	Q9D1C3	MM	standard	True
G5BZ77	HG	standard	True	F2Z461	MM	standard	True
G5BZ79	HG	standard	True	Q8C547	MM	standard	True
G5BZ80	HG	standard	True	Q3UFS4	MM	standard	True
G5BZ81	HG	standard	True	Q03963	MM	standard	True
G5BZ82	HG	standard	True	Q8BTE5	MM	standard	True
G5BZ83	HG	standard	True	P53569	MM	standard	True
G5BZ84	HG	standard	True	Q9CWG8	MM	standard	True
G5BZ85	HG	standard	True	Q8K1Y2	MM	standard	True
G5BZ86	HG	standard	True	Q9CYK2	MM	standard	True
G5BZ87	HG	standard	True	Q9CQC5	MM	standard	True
G5BZ89	HG	standard	True	Q64429	MM	standard	True
G5BZ93	HG	standard	True	Q9JJU8	MM	standard	True
G5BZ94	HG	standard	True	Q99MZ7	MM	standard	True
G5BZ97	HG	standard	True	Q91XL1	MM	standard	True
G5BZ98	HG	standard	True	Q8BVZ1	MM	standard	True
G5BZ99	HG	standard	True	O88492	MM	standard	True
G5BZA0	HG	standard	True	Q3UMU9	MM	standard	True
G5BZA1	HG	standard	True	Q99PL6	MM	standard	True
G5BZA3	HG	standard	True	Q62419	MM	standard	True
G5BZA4	HG	standard	True	Q3TV65	MM	standard	True
G5BZA5	HG	standard	True	Q8R0L1	MM	standard	True
G5BZA6	HG	standard	True	Q7TPM6	MM	standard	True
G5BZA8	HG	standard	True	O88834	MM	standard	True
G5BZA9	HG	standard	True	Q9D6J3	MM	standard	True
G5BZB0	HG	standard	True	O35228	MM	standard	True
G5BZB1	HG	standard	True	Q80VM7	MM	standard	True
G5BZB2	HG	standard	True	P59941	MM	standard	True
G5BZB3	HG	standard	True	Q91XE9	MM	standard	True
G5BZB5	HG	standard	True	Q63932	MM	standard	True
G5BZB7	HG	standard	True	Q9JM05	MM	standard	True
G5BZB8	HG	standard	True	P58252	MM	standard	True
G5BZB9	HG	standard	True	O54784	MM	standard	True
G5BZC1	HG	standard	True	P21619	MM	standard	True
G5BZC2	HG	standard	True	P22339	MM	standard	True
G5BZC3	HG	standard	True	Q61016	MM	standard	True
G5BZC4	HG	standard	True	Q91Z61	MM	standard	True
G5BZC6	HG	standard	True	Q8BJU0	MM	standard	True
G5BZC8	HG	standard	True	Q8C1A5	MM	standard	True
G5BZC9	HG	standard	True	Q99LN9	MM	standard	True
G5BZD2	HG	standard	True	P70255	MM	standard	True
G5BZD9	HG	standard	True	Q3KNI6	MM	standard	True
G5BZE0	HG	standard	True	Q9Z0Y7	MM	standard	True
G5BZE7	HG	standard	True	Q8BJQ2	MM	standard	True
G5BZE9	HG	standard	True	Q9CQW2	MM	standard	True
G5BZF3	HG	standard	True	Q8BIL2	MM	standard	True
G5BZF4	HG	standard	True	Q8CGE9	MM	standard	True
G5BZF9	HG	standard	True	Q8BZQ7	MM	standard	True
G5BZG0	HG	standard	True	Q9JJ94	MM	standard	True
G5BZG1	HG	standard	True	A2AI08	MM	standard	True
G5BZG6	HG	standard	True	Q3U962	MM	standard	True
G5BZG7	HG	standard	True	P08121	MM	standard	True
G5BZH3	HG	standard	True	O54819	MM	standard	True
G5BZH6	HG	standard	True	Q3U821	MM	standard	True
G5BZH9	HG	standard	True	Q8CFE8	MM	standard	True
G5BZI0	HG	standard	True	Q8BU30	MM	standard	True
G5BZI5	HG	standard	True	P30561	MM	standard	True
G5BZJ1	HG	standard	True	Q923Z4	MM	standard	True
G5BZJ2	HG	standard	True	Q78WZ7	MM	standard	True
G5BZJ5	HG	standard	True	E9PXX8	MM	standard	True
G5BZJ9	HG	standard	True	Q9CXE0	MM	standard	True
G5BZK0	HG	standard	True	Q8C119	MM	standard	True
G5BZK1	HG	standard	True	A0A1D5RMN0	MM	standard	True
G5BZK8	HG	standard	True	B1AZ99	MM	standard	True
G5BZL2	HG	standard	True	Q61477	MM	standard	True
G5BZL8	HG	standard	True	Q9D0I8	MM	standard	True
G5BZM0	HG	standard	True	A2AN08	MM	standard	True
G5BZM1	HG	standard	True	Q8R2V2	MM	standard	True
G5BZM2	HG	standard	True	Q8CHT0	MM	standard	True
G5BZM4	HG	standard	True	P47239	MM	standard	True
G5BZM6	HG	standard	True	A2APT9	MM	standard	True
G5BZM9	HG	standard	True	A2AWP8	MM	standard	True
G5BZN0	HG	standard	True	Q8BK67	MM	standard	True
G5BZN1	HG	standard	True	Q8K3V4	MM	standard	True
G5BZN2	HG	standard	True	Q9Z183	MM	standard	True
G5BZN3	HG	standard	True	Q9Z184	MM	standard	True
G5BZN4	HG	standard	True	Q9Z185	MM	standard	True
G5BZN5	HG	standard	True	Q08642	MM	standard	True
G5BZN6	HG	standard	True	Q9CQA3	MM	standard	True
G5BZN8	HG	standard	True	Q8BX13	MM	standard	True
G5BZN9	HG	standard	True	Q8BL99	MM	standard	True
G5BZP0	HG	standard	True	Q9CYR6	MM	standard	True
G5BZP1	HG	standard	True	Q9D9S3	MM	standard	True
G5BZQ1	HG	standard	True	Q05A56	MM	standard	True
G5BZQ2	HG	standard	True	Q91YD9	MM	standard	True
G5BZQ3	HG	standard	True	Q3UHZ5	MM	standard	True
G5BZQ4	HG	standard	True	Q8VHS6	MM	standard	True
G5BZQ5	HG	standard	True	Q9CPP6	MM	standard	True
G5BZQ6	HG	standard	True	Q8CDK3	MM	standard	True
G5BZQ7	HG	standard	True	Q8CIX8	MM	standard	True
G5BZQ9	HG	standard	True	B2RQG2	MM	standard	True
G5BZR5	HG	standard	True	Q3U4G0	MM	standard	True
G5BZR7	HG	standard	True	Q5H8A1	MM	standard	True
G5BZS2	HG	standard	True	Q8BIQ8	MM	standard	True
G5BZS3	HG	standard	True	Q8CFQ3	MM	standard	True
G5BZS8	HG	standard	True	Q99ML0	MM	standard	True
G5BZS9	HG	standard	True	Q9WUE4	MM	standard	True
G5BZT2	HG	standard	True	Q6PHS9	MM	standard	True
G5BZT4	HG	standard	True	Q921L7	MM	standard	True
G5BZT5	HG	standard	True	Q62225	MM	standard	True
G5BZT6	HG	standard	True	Q3UMW7	MM	standard	True
G5BZT9	HG	standard	True	Q9CXI5	MM	standard	True
G5BZU0	HG	standard	True	Q6PHZ5	MM	standard	True
G5BZU1	HG	standard	True	Q80TR8	MM	standard	True
G5BZU2	HG	standard	True	Q99NG0	MM	standard	True
G5BZU6	HG	standard	True	Q9Z1K6	MM	standard	True
G5BZU8	HG	standard	True	Q99ME2	MM	standard	True
G5BZU9	HG	standard	True	Q6PJN8	MM	standard	True
G5BZV0	HG	standard	True	Q9JKL4	MM	standard	True
G5BZV1	HG	standard	True	P24547	MM	standard	True
G5BZV2	HG	standard	True	Q3UA37	MM	standard	True
G5BZV5	HG	standard	True	Q61292	MM	standard	True
G5BZV6	HG	standard	True	Q8VEG0	MM	standard	True
G5BZV7	HG	standard	True	Q9D2D9	MM	standard	True
G5BZV9	HG	standard	True	Q6PDM4	MM	standard	True
G5BZW0	HG	standard	True	Q9D9C7	MM	standard	True
G5BZW1	HG	standard	True	P35123	MM	standard	True
G5BZW4	HG	standard	True	Q8CFA2	MM	standard	True
G5BZW5	HG	standard	True	Q9CQM0	MM	standard	True
G5BZW7	HG	standard	True	O88737	MM	standard	True
G5BZW8	HG	standard	True	Q8R146	MM	standard	True
G5BZW9	HG	standard	True	P26928	MM	standard	True
G5BZX0	HG	standard	True	Q5XPI3	MM	standard	True
G5BZX1	HG	standard	True	Q8BTZ7	MM	standard	True
G5BZX2	HG	standard	True	Q6PD10	MM	standard	True
G5BZX4	HG	standard	True	Q9CX62	MM	standard	True
G5BZX5	HG	standard	True	Q9DBK7	MM	standard	True
G5BZX6	HG	standard	True	Q8VIG6	MM	standard	True
G5BZX7	HG	standard	True	Q3UHL1	MM	standard	True
G5BZX8	HG	standard	True	Q9D5V1	MM	standard	True
G5BZY0	HG	standard	True	Q6PDG8	MM	standard	True
G5BZY1	HG	standard	True	S4R1W5	MM	standard	True
G5BZY2	HG	standard	True	Q91YE7	MM	standard	True
G5BZY4	HG	standard	True	P20612	MM	standard	True
G5BZY7	HG	standard	True	Q62177	MM	standard	True
G5BZY9	HG	standard	True	Q9D8U0	MM	standard	True
G5BZZ0	HG	standard	True	Q8VEI3	MM	standard	True
G5BZZ1	HG	standard	True	Q9R123	MM	standard	True
G5BZZ2	HG	standard	True	Q91ZJ9	MM	standard	True
G5BZZ3	HG	standard	True	O35632	MM	standard	True
G5BZZ4	HG	standard	True	Q9WVF8	MM	standard	True
G5BZZ5	HG	standard	True	Q8CGR7	MM	standard	True
G5BZZ6	HG	standard	True	Q6P5U8	MM	standard	True
G5BZZ9	HG	standard	True	Q0VGY8	MM	standard	True
G5C000	HG	standard	True	Q9D0I6	MM	standard	True
G5C001	HG	standard	True	A2AUY4	MM	standard	True
G5C002	HG	standard	True	Q9WV66	MM	standard	True
G5C006	HG	standard	True	Q91W59	MM	standard	True
G5C010	HG	standard	True	Q9QUS6	MM	standard	True
G5C011	HG	standard	True	Q80TH2	MM	standard	True
G5C012	HG	standard	True	Q8JZV4	MM	standard	True
G5C014	HG	standard	True	Q8BUH8	MM	standard	True
G5C017	HG	standard	True	Q3UFY8	MM	standard	True
G5C018	HG	standard	True	Q6P8I4	MM	standard	True
G5C019	HG	standard	True	G5E8B9	MM	standard	True
G5C020	HG	standard	True	Q8BP67	MM	standard	True
G5C021	HG	standard	True	Q9CZ62	MM	standard	True
G5C023	HG	standard	True	Q9EST8	MM	standard	True
G5C024	HG	standard	True	P53351	MM	standard	True
G5C027	HG	standard	True	Q01063	MM	standard	True
G5C028	HG	standard	True	E9Q3L2	MM	standard	True
G5C029	HG	standard	True	Q9ERB0	MM	standard	True
G5C031	HG	standard	True	P47941	MM	standard	True
G5C032	HG	standard	True	Q3TY86	MM	standard	True
G5C033	HG	standard	True	Q9CQ33	MM	standard	True
G5C034	HG	standard	True	Q8VCZ3	MM	standard	True
G5C036	HG	standard	True	Q14BP6	MM	standard	True
G5C041	HG	standard	True	Q9CQ25	MM	standard	True
G5C044	HG	standard	True	Q924H2	MM	standard	True
G5C045	HG	standard	True	Q99JN2	MM	standard	True
G5C046	HG	standard	True	P59222	MM	standard	True
G5C050	HG	standard	True	O70279	MM	standard	True
G5C052	HG	standard	True	Q8JZU2	MM	standard	True
G5C055	HG	standard	True	Q3UV48	MM	standard	True
G5C057	HG	standard	True	P35283	MM	standard	True
G5C058	HG	standard	True	Q3UHU5	MM	standard	True
G5C059	HG	standard	True	Q9D6J6	MM	standard	True
G5C060	HG	standard	True	G5E893	MM	standard	True
G5C061	HG	standard	True	Q9EP52	MM	standard	True
G5C062	HG	standard	True	Q62172	MM	standard	True
G5C063	HG	standard	True	Q8K2V1	MM	standard	True
G5C069	HG	standard	True	Q9CWZ7	MM	standard	True
G5C072	HG	standard	True	Q8CGK7	MM	standard	True
G5C074	HG	standard	True	Q91UZ5	MM	standard	True
G5C075	HG	standard	True	O70302	MM	standard	True
G5C080	HG	standard	True	Q0VEJ0	MM	standard	True
G5C081	HG	standard	True	Q9EST4	MM	standard	True
G5C082	HG	standard	True	Q8R2U0	MM	standard	True
G5C084	HG	standard	True	E9Q4Y4	MM	standard	True
G5C092	HG	standard	True	A2AVA0	MM	standard	True
G5C093	HG	standard	True	Q69AB2	MM	standard	True
G5C094	HG	standard	True	P10639	MM	standard	True
G5C095	HG	standard	True	Q8K0M7	MM	standard	True
G5C097	HG	standard	True	O54931	MM	standard	True
G5C0A1	HG	standard	True	E9PV87	MM	standard	True
G5C0A4	HG	standard	True	Q9QZB7	MM	standard	True
G5C0A6	HG	standard	True	Q6P5B0	MM	standard	True
G5C0A7	HG	standard	True	P70339	MM	standard	True
G5C0B3	HG	standard	True	Q80TR4	MM	standard	True
G5C0B6	HG	standard	True	Q9D7H4	MM	standard	True
G5C0B7	HG	standard	True	Q2TBE6	MM	standard	True
G5C0B8	HG	standard	True	Q6PGF2	MM	standard	True
G5C0B9	HG	standard	True	Q9DCU9	MM	standard	True
G5C0C0	HG	standard	True	Q9WV06	MM	standard	True
G5C0C1	HG	standard	True	Q91WB7	MM	standard	True
G5C0C2	HG	standard	True	Q9D071	MM	standard	True
G5C0C4	HG	standard	True	Q9DAA6	MM	standard	True
G5C0C5	HG	standard	True	Q9DBJ1	MM	standard	True
G5C0C9	HG	standard	True	Q8K1N1	MM	standard	True
G5C0D2	HG	standard	True	P70290	MM	standard	True
G5C0D3	HG	standard	True	Q9ESX5	MM	standard	True
G5C0D4	HG	standard	True	Q8BSM5	MM	standard	True
G5C0D5	HG	standard	True	Q99PJ0	MM	standard	True
G5C0D6	HG	standard	True	G5E8G3	MM	standard	True
G5C0D7	HG	standard	True	Q9DAQ9	MM	standard	True
G5C0E3	HG	standard	True	D3YXL0	MM	standard	True
G5C0E4	HG	standard	True	A6H630	MM	standard	True
G5C0E5	HG	standard	True	Q8CI78	MM	standard	True
G5C0E6	HG	standard	True	Q3V3W4	MM	standard	True
G5C0E7	HG	standard	True	Q3V3R1	MM	standard	True
G5C0F1	HG	standard	True	Q923W1	MM	standard	True
G5C0F2	HG	standard	True	P62515	MM	standard	True
G5C0G0	HG	standard	True	V9GXQ3	MM	standard	True
G5C0G1	HG	standard	True	Q99PG4	MM	standard	True
G5C0G4	HG	standard	True	Q6PAC3	MM	standard	True
G5C0G5	HG	standard	True	Q8BMG8	MM	standard	True
G5C0G8	HG	standard	True	O35484	MM	standard	True
G5C0G9	HG	standard	True	O89091	MM	standard	True
G5C0H0	HG	standard	True	Q61999	MM	standard	True
G5C0H1	HG	standard	True	Q80TP3	MM	standard	True
G5C0H3	HG	standard	True	Q5SZ99	MM	standard	True
G5C0H4	HG	standard	True	P56388	MM	standard	True
G5C0H5	HG	standard	True	Q3ULD5	MM	standard	True
G5C0H7	HG	standard	True	Q571C7	MM	standard	True
G5C0H9	HG	standard	True	P97801	MM	standard	True
G5C0I0	HG	standard	True	Q9QWK5	MM	standard	True
G5C0I1	HG	standard	True	Q9JIB4	MM	standard	True
G5C0I4	HG	standard	True	Q6NXW6	MM	standard	True
G5C0I5	HG	standard	True	Q61687	MM	standard	True
G5C0I8	HG	standard	True	Q7TQ48	MM	standard	True
G5C0J0	HG	standard	True	Q9JIZ5	MM	standard	True
G5C0J1	HG	standard	True	Q8VDL9	MM	standard	True
G5C0J2	HG	standard	True	Q9CQV1	MM	standard	True
G5C0J3	HG	standard	True	Q9D2V7	MM	standard	True
G5C0J4	HG	standard	True	Q99M87	MM	standard	True
G5C0J5	HG	standard	True	Q8K2T1	MM	standard	True
G5C0J8	HG	standard	True	E9QMW4	MM	standard	True
G5C0K0	HG	standard	True	Q6P3B2	MM	standard	True
G5C0K1	HG	standard	True	Q9D074	MM	standard	True
G5C0K3	HG	standard	True	Q9CZK6	MM	standard	True
G5C0K7	HG	standard	True	P04370	MM	standard	True
G5C0K8	HG	standard	True	S4R299	MM	standard	True
G5C0K9	HG	standard	True	Q7TSH3	MM	standard	True
G5C0L3	HG	standard	True	Q5DTH5	MM	standard	True
G5C0L4	HG	standard	True	Q8BGC4	MM	standard	True
G5C0M7	HG	standard	True	Q91ZM9	MM	standard	True
G5C0M8	HG	standard	True	Q64441	MM	standard	True
G5C0M9	HG	standard	True	Q80YN3	MM	standard	True
G5C0N2	HG	standard	True	Q68FE9	MM	standard	True
G5C0N7	HG	standard	True	Q8CJ53	MM	standard	True
G5C0N9	HG	standard	True	P27870	MM	standard	True
G5C0P2	HG	standard	True	Q9ERL0	MM	standard	True
G5C0P3	HG	standard	True	P48379	MM	standard	True
G5C0P4	HG	standard	True	Q9CT10	MM	standard	True
G5C0P6	HG	standard	True	Q8BP01	MM	standard	True
G5C0P7	HG	standard	True	Q9D8B4	MM	standard	True
