clusterNumber	bestScore_x	Organism_x	Score_x	proteinID_x	Bootstrap_x	bestScore_y	Organism_y	Score_y	proteinID_y	Bootstrap_y
15860	212	H.sapiens	1.0	Q9Y543	99%	212	M.musculus	1.0	O54792	100%
15861	212	H.sapiens	1.0	O95182	100%	212	M.musculus	1.0	Q9Z1P6	100%
15862	212	H.sapiens	1.0	Q8N6N6	100%	212	M.musculus	1.0	Q9DBW3	100%
15863	212	H.sapiens	1.0	Q9BRT3	100%	212	M.musculus	1.0	Q9CQ86	100%
15864	212	H.sapiens	1.0	Q9BSY4	100%	212	M.musculus	1.0	Q9CQP3	100%
15865	212	H.sapiens	1.0	Q9H1H1	100%	212	M.musculus	1.0	Q9CWD0	96%
15866	211	H.sapiens	1.0	P17096	100%	211	M.musculus	1.0	P17095	100%
15867	211	H.sapiens	1.0	Q5T686	100%	211	M.musculus	1.0	Q9D7H4	100%
15868	211	H.sapiens	1.0	Q8WUR7	100%	211	M.musculus	1.0	Q9CRC3	100%
15869	211	H.sapiens	1.0	Q9NS64	100%	211	M.musculus	1.0	Q9JJ72	100%
15870	211	H.sapiens	1.0	Q9NZF1	100%	211	M.musculus	1.0	Q9JI48	100%
15871	210	H.sapiens	1.0	O95139	100%	210	M.musculus	1.0	Q3UIU2	100%
15872	210	H.sapiens	1.0	Q13241	100%	210	M.musculus	1.0	O54707	99%
15873	210	H.sapiens	1.0	Q8IVA1	100%	210	M.musculus	1.0	P12660	100%
15874	210	H.sapiens	1.0	Q8N2U0	100%	210	M.musculus	1.0	Q5F285	100%
15875	210	H.sapiens	1.0	O75896	100%	210	M.musculus	1.0	Q9WVF8	100%
15876	210	H.sapiens	1.0	Q5XKP0	100%	210	M.musculus	1.0	Q8R404	100%
15877	210	H.sapiens	1.0	Q9UJC5	100%	210	M.musculus	1.0	Q8BG73	100%
15878	210	H.sapiens	1.0	Q93091	98%	210	M.musculus	1.0	Q9D244	100%
15879	210	H.sapiens	1.0	Q96IU2	99%	210	M.musculus	1.0	Q9D0L1	100%
15880	210	H.sapiens	1.0	Q9H1P6	100%	210	M.musculus	1.0	Q9DA42	100%
15881	210	H.sapiens	1.0	Q9Y2R5	100%	210	M.musculus	1.0	Q9CQE3	100%
15882	209	H.sapiens	1.0	Q8NAM6	97%	209	M.musculus	1.0	E9Q3G0	94%
15883	209	H.sapiens	1.0	Q12918	99%	209	M.musculus	1.0	Q0ZUP1	96%
15884	209	H.sapiens	1.0	P01034	99%	209	M.musculus	1.0	P21460	99%
15885	209	H.sapiens	1.0	P52926	100%	209	M.musculus	1.0	P52927	100%
15886	209	H.sapiens	1.0	P41223	100%	209	M.musculus	1.0	Q6PGH1	100%
15887	209	H.sapiens	1.0	Q99750	100%	209	M.musculus	1.0	P70331	100%
15888	209	H.sapiens	1.0	P51397	100%	209	M.musculus	1.0	Q91XC8	100%
15889	209	H.sapiens	1.0	Q13352	100%	209	M.musculus	1.0	Q9CQ82	100%
15890	208	H.sapiens	1.0	P10966	100%	208	M.musculus	1.0	P10300	100%
15891	208	H.sapiens	1.0	P0C7P0	100%	208	M.musculus	1.0	B1AR13	100%
15892	208	H.sapiens	1.0	O95168	100%	208	M.musculus	1.0	Q9CQC7	100%
15893	208	H.sapiens	1.0	P14927	100%	208	M.musculus	1.0	Q9D855	100%
15894	208	H.sapiens	1.0	Q5SSQ6	100%	208	M.musculus	1.0	Q9CY86	100%
15895	208	H.sapiens	1.0	Q7Z7K0	100%	208	M.musculus	1.0	Q9CPZ8	100%
15896	208	H.sapiens	1.0	Q9H2A7	100%	208	M.musculus	1.0	Q8BSU2	100%
15897	208	H.sapiens	1.0	Q86Y39	99%	208	M.musculus	1.0	Q9D8B4	100%
15898	208	H.sapiens	1.0	Q96EN9	100%	208	M.musculus	1.0	Q9CYZ6	100%
15899	208	H.sapiens	1.0	Q8WWY6	100%	208	M.musculus	1.0	Q9D9H3	100%
15900	208	H.sapiens	1.0	Q9BXU0	100%	208	M.musculus	1.0	Q9CR81	100%
15901	207	H.sapiens	1.0	A6PVL3	100%	207	M.musculus	1.0	Q307W7	100%
15902	207	H.sapiens	1.0	P63165	100%	207	M.musculus	1.0	P63166	100%
15903	207	H.sapiens	1.0	Q5W5W9	100%	207	M.musculus	1.0	P47939	100%
15904	207	H.sapiens	1.0	Q9BYR8	100%	207	M.musculus	1.0	A2A591	99%
15905	207	H.sapiens	1.0	Q8N8F7	100%	207	M.musculus	1.0	Q3UQS2	100%
15906	207	H.sapiens	1.0	P61927	100%	207	M.musculus	1.0	Q9D823	100%
15907	207	H.sapiens	1.0	Q9H114	100%	207	M.musculus	1.0	Q80Y72	100%
15908	207	H.sapiens	1.0	Q9BRT6	100%	207	M.musculus	1.0	Q9D945	100%
15909	207	H.sapiens	1.0	Q9UBU3	100%	207	M.musculus	1.0	Q9EQX0	100%
15910	206	H.sapiens	1.0	P99999	99%	206	M.musculus	1.0	P62897	89%
15911	206	H.sapiens	1.0	Q96D42	100%	206	M.musculus	1.0	Q5QNS5	98%
15912	206	H.sapiens	1.0	Q8IXM3	100%	206	M.musculus	1.0	Q9CQN7	100%
15913	206	H.sapiens	1.0	P13232	100%	206	M.musculus	1.0	P10168	100%
15914	206	H.sapiens	1.0	P15382	100%	206	M.musculus	1.0	P23299	100%
15915	206	H.sapiens	1.0	P0CG21	100%	206	M.musculus	1.0	Q3UP44	100%
15916	206	H.sapiens	1.0	P62805	100%	206	M.musculus	1.0	P62806	100%
15917	206	H.sapiens	1.0	Q8N7F7	100%	206	M.musculus	1.0	Q9CQ84	100%
15918	206	H.sapiens	1.0	Q9UK45	100%	206	M.musculus	1.0	Q9CQQ8	100%
15919	205	H.sapiens	1.0	Q08708	100%	205	M.musculus	1.0	A2A7V7	100%
15920	205	H.sapiens	1.0	P00709	100%	205	M.musculus	1.0	P29752	100%
15921	205	H.sapiens	1.0	O75380	100%	205	M.musculus	1.0	P52503	100%
15922	205	H.sapiens	1.0	P42127	100%	205	M.musculus	1.0	Q03288	100%
15923	205	H.sapiens	1.0	P62310	100%	205	M.musculus	1.0	P62311	100%
15924	205	H.sapiens	1.0	P58294	100%	205	M.musculus	1.0	Q14A28	100%
15925	205	H.sapiens	1.0	Q9Y3U8	100%	205	M.musculus	1.0	D3YW41	70%
15926	205	H.sapiens	1.0	Q53QV2	100%	205	M.musculus	1.0	Q9CX60	100%
15927	205	H.sapiens	1.0	Q5T7R7	100%	205	M.musculus	1.0	Q9CPZ3	100%
15928	205	H.sapiens	1.0	Q96BP2	100%	205	M.musculus	1.0	Q9CQA6	100%
15929	205	H.sapiens	1.0	Q9BW61	100%	205	M.musculus	1.0	Q9D9Z5	100%
15930	205	H.sapiens	1.0	Q9BZG9	100%	205	M.musculus	1.0	Q9WVC2	100%
15931	204	H.sapiens	1.0	Q5BN46	100%	204	M.musculus	1.0	Q5BN45	100%
15932	204	H.sapiens	1.0	Q5T870	100%	204	M.musculus	1.0	Q8BV84	100%
15933	204	H.sapiens	1.0	Q6P5S7	100%	204	M.musculus	1.0	Q8K3C0	100%
15934	204	H.sapiens	1.0	Q9NZ45	100%	204	M.musculus	1.0	Q91WS0	100%
15935	204	H.sapiens	1.0	Q9NYG5	100%	204	M.musculus	1.0	Q9CPX9	100%
15936	203	H.sapiens	1.0	P46695	100%	203	M.musculus	1.0	P46694	100%
15937	203	H.sapiens	1.0	Q5R387	100%	203	M.musculus	1.0	P48076	100%
15938	203	H.sapiens	1.0	Q96LR7	100%	203	M.musculus	1.0	D3Z430	100%
15939	203	H.sapiens	1.0	Q86TS9	100%	203	M.musculus	1.0	Q9D0Y8	100%
15940	202	H.sapiens	1.0	P0CE71	100%	202	M.musculus	1.0	P51879	100%
15941	202	H.sapiens	1.0	A8K830	100%	202	M.musculus	1.0	F8VPY8	100%
15942	202	H.sapiens	1.0	O14548	100%	202	M.musculus	1.0	Q61387	97%
15943	202	H.sapiens	1.0	P33764	100%	202	M.musculus	1.0	P62818	100%
15944	202	H.sapiens	1.0	Q9BVV7	100%	202	M.musculus	1.0	Q8CCM6	100%
15945	201	H.sapiens	1.0	P09681	100%	201	M.musculus	1.0	P48756	100%
15946	201	H.sapiens	1.0	A6NLX4	100%	201	M.musculus	1.0	Q9D2F0	100%
15947	201	H.sapiens	1.0	Q8N123	100%	201	M.musculus	1.0	Q3V0P1	100%
15948	201	H.sapiens	1.0	Q86WX3	100%	201	M.musculus	1.0	Q8C6B9	100%
15949	201	H.sapiens	1.0	Q9NRY2	100%	201	M.musculus	1.0	Q3TXT3	100%
15950	201	H.sapiens	1.0	Q96LK8	100%	201	M.musculus	1.0	Q8C5V0	100%
15951	200	H.sapiens	1.0	O00585	100%	200	M.musculus	1.0	P86792	100%
15952	200	H.sapiens	1.0	O95925	100%	200	M.musculus	1.0	Q9DA01	92%
15953	200	H.sapiens	1.0	P35244	100%	200	M.musculus	1.0	Q9CQ71	100%
15954	200	H.sapiens	1.0	Q2KJ03	100%	200	M.musculus	1.0	Q8R0E5	100%
15955	200	H.sapiens	1.0	O95715	100%	200	M.musculus	1.0	Q9WUQ5	100%
15956	200	H.sapiens	1.0	Q16718	100%	200	M.musculus	1.0	Q9CPP6	100%
15957	200	H.sapiens	1.0	Q5T6X4	100%	200	M.musculus	1.0	Q9CX19	100%
15958	200	H.sapiens	1.0	Q6ZNM6	100%	200	M.musculus	1.0	Q9D9I1	100%
15959	200	H.sapiens	1.0	Q96CP2	100%	200	M.musculus	1.0	Q9CQE9	100%
15960	200	H.sapiens	1.0	Q9BTM9	100%	200	M.musculus	1.0	Q9D2P4	100%
15961	200	H.sapiens	1.0	Q9H840	100%	200	M.musculus	1.0	Q9CWY4	100%
15962	200	H.sapiens	1.0	Q9Y6H6	100%	200	M.musculus	1.0	Q9WTW2	100%
15963	199	H.sapiens	1.0	Q6NZ67	100%	199	M.musculus	1.0	Q9CQ25	100%
15964	199	H.sapiens	1.0	O60542	100%	199	M.musculus	1.0	O70300	100%
15965	199	H.sapiens	1.0	P01732	100%	199	M.musculus	1.0	P01731	100%
15966	199	H.sapiens	1.0	P37108	100%	199	M.musculus	1.0	P16254	100%
15967	199	H.sapiens	1.0	Q19T08	100%	199	M.musculus	1.0	Q3TZW0	100%
15968	199	H.sapiens	1.0	Q16552	100%	199	M.musculus	1.0	Q62386	100%
15969	199	H.sapiens	1.0	Q96LB4	100%	199	M.musculus	1.0	Q8BMC1	100%
15970	199	H.sapiens	1.0	Q8N2Z9	100%	199	M.musculus	1.0	Q9D084	100%
15971	199	H.sapiens	1.0	Q96QK8	100%	199	M.musculus	1.0	Q91VT8	100%
15972	199	H.sapiens	1.0	Q9HCQ7	100%	199	M.musculus	1.0	Q9ESQ8	100%
15973	199	H.sapiens	1.0	Q9NPA8	100%	199	M.musculus	1.0	Q9JIX0	100%
15974	198	H.sapiens	1.0	P02763	100%	198	M.musculus	1.0	Q60590	100%
15975	198	H.sapiens	1.0	Q9BYR6	100%	198	M.musculus	1.0	Q9D638	99%
15976	198	H.sapiens	1.0	Q9BXY8	100%	198	M.musculus	1.0	Q9WTZ8	100%
15977	198	H.sapiens	1.0	Q9Y605	100%	198	M.musculus	1.0	Q9CQL7	100%
15978	198	H.sapiens	1.0	P01215	100%	198	M.musculus	1.0	P01216	100%
15979	198	H.sapiens	1.0	P61366	100%	198	M.musculus	1.0	P61364	100%
15980	198	H.sapiens	1.0	O76070	100%	198	M.musculus	1.0	Q9Z0F7	100%
15981	198	H.sapiens	1.0	Q6NVV7	100%	198	M.musculus	1.0	Q8R3A2	100%
15982	198	H.sapiens	1.0	P35754	100%	198	M.musculus	1.0	Q9QUH0	100%
15983	198	H.sapiens	1.0	Q99990	100%	198	M.musculus	1.0	Q99NC0	100%
15984	198	H.sapiens	1.0	Q99417	100%	198	M.musculus	1.0	Q9EQS3	100%
15985	198	H.sapiens	1.0	Q9P0S9	99%	198	M.musculus	1.0	Q9CQN6	100%
15986	197	H.sapiens	1.0	P12074	100%	197	M.musculus	1.0	P43024	100%
15987	197	H.sapiens	1.0	O95750	100%	197	M.musculus	1.0	O35622	100%
15988	197	H.sapiens	1.0	Q9NYM9	100%	197	M.musculus	1.0	O35153	100%
15989	197	H.sapiens	1.0	Q5SRR4	100%	197	M.musculus	1.0	Q8K1T5	100%
15990	196	H.sapiens	1.0	O95561	100%	196	M.musculus	1.0	E0CXC6	100%
15991	196	H.sapiens	1.0	O75347	100%	196	M.musculus	1.0	P48428	100%
15992	196	H.sapiens	1.0	P26447	100%	196	M.musculus	1.0	P07091	100%
15993	196	H.sapiens	1.0	Q5VXD3	100%	196	M.musculus	1.0	D3YUG0	100%
15994	196	H.sapiens	1.0	P61956	60%	196	M.musculus	1.0	P61957	100%
15995	196	H.sapiens	1.0	A2A2V5	100%	196	M.musculus	1.0	Q8CD78	100%
15996	196	H.sapiens	1.0	Q96M34	100%	196	M.musculus	1.0	A6X8Z9	100%
15997	196	H.sapiens	1.0	P60468	100%	196	M.musculus	1.0	Q9CQS8	60%
15998	196	H.sapiens	1.0	Q8N8J7	100%	196	M.musculus	1.0	Q9CZL2	100%
15999	196	H.sapiens	1.0	Q96B45	100%	196	M.musculus	1.0	Q9CRC6	100%
16000	196	H.sapiens	1.0	Q9Y6B2	100%	196	M.musculus	1.0	Q9DCR4	100%
16001	195	H.sapiens	1.0	Q3ZAQ7	100%	195	M.musculus	1.0	Q78T54	100%
16002	195	H.sapiens	1.0	P10599	100%	195	M.musculus	1.0	P10639	100%
16003	195	H.sapiens	1.0	P32970	100%	195	M.musculus	1.0	O55237	100%
16004	195	H.sapiens	1.0	P62952	100%	195	M.musculus	1.0	P62951	91%
16005	195	H.sapiens	1.0	Q8NFU3	100%	195	M.musculus	1.0	E9PY03	100%
16006	195	H.sapiens	1.0	P61604	100%	195	M.musculus	1.0	Q64433	100%
16007	195	H.sapiens	1.0	Q96GX2	100%	195	M.musculus	1.0	Q3UD01	100%
16008	195	H.sapiens	1.0	Q13113	100%	195	M.musculus	1.0	Q9CQH0	100%
16009	195	H.sapiens	1.0	Q969E3	100%	195	M.musculus	1.0	Q924A4	100%
16010	195	H.sapiens	1.0	Q9NRG0	100%	195	M.musculus	1.0	Q9JKP8	100%
16011	194	H.sapiens	1.0	Q86YR6	100%	194	M.musculus	1.0	A5H0M4	100%
16012	194	H.sapiens	1.0	B4DJY2	100%	194	M.musculus	1.0	D3Z1U7	100%
16013	194	H.sapiens	1.0	A6NEN9	100%	194	M.musculus	1.0	Q3V2K1	100%
16014	194	H.sapiens	1.0	P20472	100%	194	M.musculus	1.0	P32848	100%
16015	194	H.sapiens	1.0	Q0Z7S8	100%	194	M.musculus	1.0	O08716	100%
16016	194	H.sapiens	1.0	P05161	100%	194	M.musculus	1.0	Q64339	100%
16017	194	H.sapiens	1.0	Q5RI15	100%	194	M.musculus	1.0	Q9D7J4	100%
16018	194	H.sapiens	1.0	Q9H0N5	100%	194	M.musculus	1.0	Q9CZL5	100%
16019	194	H.sapiens	1.0	Q9HCU8	100%	194	M.musculus	1.0	Q9CWP8	100%
16020	193	H.sapiens	1.0	P26715	99%	193	M.musculus	0.414	Q9WTJ9	
16021	193	H.sapiens	1.0	P0DJI8	100%	193	M.musculus	1.0	P05366	56%
16022	193	H.sapiens	1.0	Q5JX71	100%	193	M.musculus	1.0	A2APA5	100%
16023	193	H.sapiens	1.0	P0CG37	100%	193	M.musculus	1.0	P97766	100%
16024	193	H.sapiens	1.0	Q9BQE6	100%	193	M.musculus	1.0	J3QPQ6	100%
16025	193	H.sapiens	1.0	Q53S33	100%	193	M.musculus	1.0	Q8CEI1	100%
16026	193	H.sapiens	1.0	P57055	100%	193	M.musculus	1.0	Q924S9	100%
16027	193	H.sapiens	1.0	Q15004	100%	193	M.musculus	1.0	Q9CQX4	100%
16028	193	H.sapiens	1.0	Q6P161	100%	193	M.musculus	1.0	Q9CPW3	100%
16029	193	H.sapiens	1.0	Q8WX39	99%	193	M.musculus	1.0	Q9D267	99%
16030	193	H.sapiens	1.0	Q8WWG1	100%	193	M.musculus	1.0	Q9WTX4	100%
16031	193	H.sapiens	1.0	Q9HCY8	100%	193	M.musculus	1.0	Q9D2Q8	100%
16032	192	H.sapiens	1.0	Q6DN72	100%	192	M.musculus	1.0	A1YIY0	100%
16033	192	H.sapiens	1.0	P01258	100%	192	M.musculus	1.0	P70160	100%
16034	192	H.sapiens	1.0	Q5J8X5	100%	192	M.musculus	1.0	Q5FWC3	100%
16035	192	H.sapiens	1.0	O95178	100%	192	M.musculus	1.0	Q9CPU2	100%
16036	192	H.sapiens	1.0	Q2M2E3	100%	192	M.musculus	1.0	Q8VI88	100%
16037	192	H.sapiens	1.0	Q96E16	100%	192	M.musculus	1.0	Q80ZU4	100%
16038	192	H.sapiens	1.0	Q5JVX7	100%	192	M.musculus	1.0	Q9D5Q8	100%
16039	192	H.sapiens	1.0	Q9C005	100%	192	M.musculus	1.0	Q99LT0	100%
16040	192	H.sapiens	1.0	Q9NR55	100%	192	M.musculus	1.0	Q9D275	100%
16041	192	H.sapiens	1.0	Q9NR00	100%	192	M.musculus	1.0	Q9D915	100%
16042	192	H.sapiens	1.0	Q9HBE4	100%	192	M.musculus	1.0	Q9ES17	100%
16043	191	H.sapiens	1.0	A8MZ97	100%	191	M.musculus	1.0	Q810S2	100%
16044	191	H.sapiens	1.0	P61513	99%	191	M.musculus	1.0	P61514	100%
16045	191	H.sapiens	1.0	Q5H8A3	100%	191	M.musculus	1.0	Q5H8A1	100%
16046	191	H.sapiens	1.0	O60220	100%	191	M.musculus	1.0	Q9WVA2	99%
16047	191	H.sapiens	1.0	Q9Y333	100%	191	M.musculus	1.0	O35900	100%
16048	191	H.sapiens	1.0	Q96PD4	100%	191	M.musculus	1.0	Q7TNI7	100%
16049	191	H.sapiens	1.0	Q9NWW0	100%	191	M.musculus	1.0	Q9CYQ5	100%
16050	190	H.sapiens	1.0	O95298	100%	190	M.musculus	1.0	Q9CQ54	100%
16051	190	H.sapiens	1.0	A4D104	100%	190	M.musculus	1.0	E0CX23	100%
16052	190	H.sapiens	1.0	P03923	100%	190	M.musculus	1.0	P03925	100%
16053	190	H.sapiens	1.0	P07311	100%	190	M.musculus	1.0	P56376	100%
16054	190	H.sapiens	1.0	P13725	100%	190	M.musculus	1.0	P53347	100%
16055	190	H.sapiens	1.0	Q9NRR1	100%	190	M.musculus	1.0	A1E5L0	100%
16056	190	H.sapiens	1.0	Q8IZQ5	100%	190	M.musculus	1.0	Q3UQA7	100%
16057	190	H.sapiens	1.0	Q8N6F7	100%	190	M.musculus	1.0	Q6RFH4	100%
16058	190	H.sapiens	1.0	Q9Y5L4	100%	190	M.musculus	1.0	P62075	100%
16059	189	H.sapiens	1.0	O14796	100%	189	M.musculus	1.0	O35324	100%
16060	189	H.sapiens	1.0	P01308	100%	189	M.musculus	1.0	P01326	100%
16061	189	H.sapiens	1.0	O43716	100%	189	M.musculus	1.0	Q8CBY0	100%
16062	189	H.sapiens	1.0	P0DL12	100%	189	M.musculus	1.0	A0A504	99%
16063	189	H.sapiens	1.0	P01848	100%	189	M.musculus	1.0	P01849	100%
16064	189	H.sapiens	1.0	P06307	100%	189	M.musculus	1.0	P09240	100%
16065	189	H.sapiens	1.0	Q3LI81	100%	189	M.musculus	1.0	E9PX37	100%
16066	189	H.sapiens	1.0	P63167	100%	189	M.musculus	1.0	P63168	94%
16067	189	H.sapiens	1.0	Q16559	100%	189	M.musculus	1.0	Q62282	100%
16068	189	H.sapiens	1.0	A2RUT3	100%	189	M.musculus	1.0	Q9DA04	100%
16069	189	H.sapiens	1.0	C9J302	100%	189	M.musculus	1.0	Q9DAF8	100%
16070	189	H.sapiens	1.0	P59773	100%	189	M.musculus	1.0	Q8C4X7	100%
16071	189	H.sapiens	1.0	Q8NCS4	100%	189	M.musculus	1.0	Q3U0Y2	100%
16072	189	H.sapiens	1.0	P04118	100%	189	M.musculus	1.0	Q9CQC2	100%
16073	189	H.sapiens	1.0	P55854	82%	189	M.musculus	1.0	Q9Z172	100%
16074	189	H.sapiens	1.0	Q9H7X2	100%	189	M.musculus	1.0	Q8BGN9	100%
16075	189	H.sapiens	1.0	Q8NHX4	100%	189	M.musculus	1.0	Q9D9T6	100%
16076	188	H.sapiens	1.0	P59991	92%	188	M.musculus	1.0	Q9Z287	99%
16077	188	H.sapiens	1.0	P08493	100%	188	M.musculus	1.0	P19788	100%
16078	188	H.sapiens	1.0	P60903	100%	188	M.musculus	1.0	P08207	100%
16079	188	H.sapiens	1.0	A2RU14	100%	188	M.musculus	1.0	Q9CQ44	100%
16080	188	H.sapiens	1.0	Q6UX34	100%	188	M.musculus	1.0	Q9CXL7	100%
16081	188	H.sapiens	1.0	Q8TF09	100%	188	M.musculus	1.0	Q9DAJ5	100%
16082	188	H.sapiens	1.0	Q96FJ2	100%	188	M.musculus	1.0	Q9D0M5	99%
16083	187	H.sapiens	1.0	Q01628	99%	187	M.musculus	1.0	Q9CQW9	97%
16084	187	H.sapiens	1.0	Q3KPI0	94%	187	M.musculus	1.0	Q78T27	93%
16085	187	H.sapiens	1.0	P04271	100%	187	M.musculus	1.0	P50114	100%
16086	187	H.sapiens	1.0	P01303	100%	187	M.musculus	1.0	P57774	100%
16087	187	H.sapiens	1.0	Q2M2W7	100%	187	M.musculus	1.0	Q08AU9	100%
16088	187	H.sapiens	1.0	Q6UWF3	100%	187	M.musculus	1.0	Q3UU41	100%
16089	187	H.sapiens	1.0	Q0VGL1	100%	187	M.musculus	1.0	Q8CF66	100%
16090	187	H.sapiens	1.0	Q96DX8	83%	187	M.musculus	1.0	Q9ER80	100%
16091	187	H.sapiens	1.0	Q9P0S2	100%	187	M.musculus	1.0	Q9CR63	100%
16092	187	H.sapiens	1.0	Q9NP99	99%	187	M.musculus	1.0	Q9JKE2	99%
16093	186	H.sapiens	1.0	P56851	100%	186	M.musculus	1.0	Q8K0E4	100%
16094	186	H.sapiens	1.0	P05113	100%	186	M.musculus	1.0	P04401	100%
16095	186	H.sapiens	1.0	P18859	100%	186	M.musculus	1.0	P97450	100%
16096	186	H.sapiens	1.0	O95777	100%	186	M.musculus	1.0	Q6ZWM4	100%
16097	186	H.sapiens	1.0	Q9NP97	100%	186	M.musculus	1.0	P62627	100%
16098	186	H.sapiens	1.0	Q96EX1	100%	186	M.musculus	1.0	Q78RX3	100%
16099	186	H.sapiens	1.0	Q96EL3	100%	186	M.musculus	1.0	Q9D1H8	100%
16100	186	H.sapiens	1.0	Q9Y6D0	100%	186	M.musculus	1.0	Q9JLJ1	100%
16101	186	H.sapiens	1.0	Q9Y5J6	100%	186	M.musculus	1.0	Q9WV96	100%
16102	185	H.sapiens	1.0	C9JVW0	100%	185	M.musculus	1.0	E9PV59	100%
16103	185	H.sapiens	1.0	O75531	100%	185	M.musculus	1.0	O54962	100%
16104	185	H.sapiens	1.0	A6NI79	100%	185	M.musculus	1.0	Q3TCJ8	100%
16105	185	H.sapiens	1.0	P49450	99%	185	M.musculus	1.0	O35216	99%
16106	185	H.sapiens	1.0	P62072	100%	185	M.musculus	1.0	P62073	100%
16107	185	H.sapiens	1.0	P62304	100%	185	M.musculus	1.0	P62305	100%
16108	185	H.sapiens	1.0	P05162	100%	185	M.musculus	1.0	Q9CQW5	100%
16109	185	H.sapiens	1.0	P57738	100%	185	M.musculus	1.0	Q8VEA7	100%
16110	185	H.sapiens	1.0	Q8TCV5	100%	185	M.musculus	1.0	Q4KXB6	100%
16111	185	H.sapiens	1.0	Q8WVK7	100%	185	M.musculus	1.0	Q9CR46	100%
16112	185	H.sapiens	1.0	Q9BWJ5	100%	185	M.musculus	1.0	Q923D4	100%
16113	185	H.sapiens	1.0	Q9HD36	100%	185	M.musculus	1.0	Q9Z0F3	100%
16114	184	H.sapiens	1.0	P30046	100%	184	M.musculus	1.0	O35215	100%
16115	184	H.sapiens	1.0	Q5VUE5	100%	184	M.musculus	1.0	D3Z1T2	100%
16116	184	H.sapiens	1.0	Q6UXT8	100%	184	M.musculus	1.0	J3QPP8	100%
16117	184	H.sapiens	1.0	Q6UWW9	100%	184	M.musculus	1.0	P86045	100%
16118	184	H.sapiens	1.0	Q8IV16	100%	184	M.musculus	1.0	Q9D1N2	100%
16119	184	H.sapiens	1.0	Q9NZG7	100%	184	M.musculus	1.0	Q9JL89	100%
16120	183	H.sapiens	1.0	P60568	100%	183	M.musculus	1.0	P04351	100%
16121	183	H.sapiens	1.0	P49763	100%	183	M.musculus	1.0	P49764	100%
16122	183	H.sapiens	1.0	Q6UXN2	89%	183	M.musculus	1.0	Q3LRV9	99%
16123	183	H.sapiens	1.0	O43504	100%	183	M.musculus	1.0	Q9D1L9	100%
16124	183	H.sapiens	1.0	Q9Y4Y9	100%	183	M.musculus	1.0	P62322	100%
16125	183	H.sapiens	1.0	Q6UXN7	100%	183	M.musculus	1.0	Q9D4V6	100%
16126	183	H.sapiens	1.0	Q7Z7F7	100%	183	M.musculus	1.0	Q9CZ83	100%
16127	183	H.sapiens	1.0	Q9NZH8	100%	183	M.musculus	1.0	Q8R460	99%
16128	183	H.sapiens	1.0	Q9BW72	95%	183	M.musculus	1.0	Q9CQJ1	100%
16129	183	H.sapiens	1.0	Q9UHA7	100%	183	M.musculus	1.0	Q9JLA2	98%
16130	182	H.sapiens	1.0	P03973	100%	182	M.musculus	1.0	P97430	100%
16131	182	H.sapiens	1.0	Q15836	99%	182	M.musculus	1.0	P63024	100%
16132	182	H.sapiens	1.0	A6NFU8	100%	182	M.musculus	1.0	Q9CWB5	100%
16133	182	H.sapiens	1.0	Q8TDM5	100%	182	M.musculus	1.0	Q80ZQ0	100%
16134	182	H.sapiens	1.0	Q8WVI7	100%	182	M.musculus	1.0	Q8BKK4	100%
16135	182	H.sapiens	1.0	Q9BWK5	100%	182	M.musculus	1.0	Q8BHZ5	100%
16136	182	H.sapiens	1.0	Q9BU68	100%	182	M.musculus	1.0	Q8JZM2	100%
16137	182	H.sapiens	1.0	Q96KF7	100%	182	M.musculus	1.0	Q9CQQ0	100%
16138	182	H.sapiens	1.0	Q96FQ6	100%	182	M.musculus	1.0	Q9D708	100%
16139	182	H.sapiens	1.0	Q9Y5J7	100%	182	M.musculus	1.0	Q9WV98	100%
16140	181	H.sapiens	1.0	Q6ZRT6	100%	181	M.musculus	1.0	G3UW32	100%
16141	181	H.sapiens	1.0	Q6UXZ3	99%	181	M.musculus	1.0	Q6SJQ5	99%
16142	181	H.sapiens	1.0	P05204	98%	181	M.musculus	1.0	P09602	96%
16143	181	H.sapiens	1.0	P07476	100%	181	M.musculus	1.0	P48997	100%
16144	181	H.sapiens	1.0	P48061	100%	181	M.musculus	1.0	P40224	100%
16145	181	H.sapiens	1.0	P60002	100%	181	M.musculus	1.0	P60003	100%
16146	181	H.sapiens	1.0	P57086	100%	181	M.musculus	1.0	Q2M4I6	100%
16147	181	H.sapiens	1.0	Q8WXG8	100%	181	M.musculus	1.0	B9EJL3	100%
16148	181	H.sapiens	1.0	P42677	100%	181	M.musculus	1.0	Q6ZWU9	100%
16149	181	H.sapiens	1.0	Q504U0	100%	181	M.musculus	1.0	Q3UUX7	100%
16150	181	H.sapiens	1.0	Q8WUE5	100%	181	M.musculus	1.0	Q14BQ3	99%
16151	181	H.sapiens	1.0	O95424	100%	181	M.musculus	1.0	Q9WUQ7	100%
16152	181	H.sapiens	1.0	Q96J77	100%	181	M.musculus	1.0	Q9CQ14	100%
16153	181	H.sapiens	1.0	Q9BQC6	100%	181	M.musculus	1.0	Q9CQF8	100%
16154	181	H.sapiens	1.0	Q9UBR5	100%	181	M.musculus	1.0	Q9DAS1	100%
16155	180	H.sapiens	1.0	A6NCL2	100%	180	M.musculus	1.0	Q3URS3	100%
16156	180	H.sapiens	1.0	P09564	100%	180	M.musculus	1.0	P50283	100%
