H.sapiens,P.troglodytes,Chaperone_client,dN,dS,dN/dS,Protein-protein_interaction_(PPI),Protein_abundance,Codon_adaptation_index_(CAI),Aggregation_propensity
ENSG00000096006,CRISP3,Non-client,0.007,0.0133,0.52631579,1,,0.6724768,1757.05
ENSG00000011600,TYROBP,Non-client,0.0142,0.0167,0.850299401,7,,0.4166622,1759.79
ENSG00000204248,COL11A2,Non-client,0.0026,0.0062,0.419354839,4,,0.5074023,1760.04
ENSG00000141034,GID4,Non-client,0.2228,0.2863,0.77820468,34,,0.405351,1760.11
ENSG00000188958,UTS2B,Non-client,0.0189,0.0238,0.794117647,1,,0.6432242,1763.61
ENSG00000149554,CHEK1,Client,0.0046,0.0056,0.821428571,99,,0.5984231,1765.58
ENSG00000115652,UXS1,Non-client,0.0011,0.0171,0.064327485,36,,0.51036,1771.85
ENSG00000125457,MIF4GD,Non-client,0.0017,0.0044,0.386363636,21,,0.4898566,1772
ENSG00000152402,GUCY1A2,Client,0.0025,0.0194,0.128865979,12,,0.5528118,1776.55
ENSG00000274070,CASTOR2,Non-client,0,0.0047,0,,,0.4371883,1776.78
ENSG00000143382,ADAMTSL4,Non-client,0.0043,0.0153,0.281045752,107,,0.4436043,1777.75
ENSG00000174928,C3H3orf33,Non-client,0.0031,0.013,0.238461539,10,,0.623649,1779.1
ENSG00000151718,WWC2,Non-client,0.0048,0.0132,0.363636364,15,,0.6066634,1780.93
ENSG00000061273,HDAC7,Non-client,0.0051,0.0089,0.573033708,92,,0.423859,1782.4
ENSG00000060237,WNK1,Client,0.0044,0.0135,0.325925926,63,,0.6272392,1782.59
ENSG00000183049,CAMK1D,Client,0,0.02,0,35,,0.5035968,1783.41
ENSG00000172179,PRL,Non-client,0.0062,0.0103,0.601941748,3,,0.4736107,1785.34
ENSG00000196352,CD55,Non-client,0.0085,0.0159,0.534591195,24,,0.5929642,1788.2
ENSG00000167654,ATCAY,Non-client,0.0022,0.0147,0.149659864,5,,0.4155944,1791.52
ENSG00000092203,TOX4,Non-client,0.0015,0.0111,0.135135135,51,,0.6370935,1792.68
ENSG00000169752,NRG4,Non-client,0.0344,0.0819,0.42002442,2,,0.5628557,1795.12
ENSG00000278311,GGNBP2,Non-client,0,0.0055,0,5,,0.6445953,1795.38
ENSG00000106868,SUSD1,Non-client,0.0311,0.0393,0.791348601,12,,0.5610677,1798.12
ENSG00000166839,ANKDD1A,Non-client,0.0052,0.0126,0.412698413,2,,0.4657189,1801.19
ENSG00000145354,CISD2,Non-client,0,0.0083,0,36,,0.6161112,1802.16
ENSG00000165185,KIAA1958,Non-client,0.0006,0.0049,0.12244898,12,,0.5089606,1803.2
ENSG00000143740,SNAP47,Non-client,0.0046,0.0101,0.455445545,21,,0.4733102,1804.2
ENSG00000157657,ZNF618,Client,0.0004,0.026,0.015384615,11,,0.4282919,1804.48
ENSG00000167216,KATNAL2,Non-client,0.0034,0.0154,0.220779221,3,,0.5555887,1807.77
ENSG00000167770,OTUB1,Client,0,0.037,0,210,,0.4281796,1809.27
ENSG00000100578,KIAA0586,Non-client,0.0044,0.0088,0.5,11,,0.7254719,1814.81
ENSG00000137821,LRRC49,Non-client,0.0014,0.0166,0.084337349,31,,0.6475823,1815.49
ENSG00000125821,DTD1,Non-client,0.1623,0.2906,0.558499656,13,,0.5011022,1821.11
ENSG00000185565,LSAMP,Non-client,0,0.0063,0,4,,0.5111591,1822.22
ENSG00000106683,LIMK1,Client,0,0.019,0,40,,0.3921001,1823.84
ENSG00000162836,ACP6,Non-client,0.0033,0.0028,1.178571429,21,,0.509382,1824.13
ENSG00000141480,ARRB2,Client,0.0084,0.0305,0.275409836,369,,0.4278805,1824.53
ENSG00000131238,PPT1,Non-client,0.0031,0.0111,0.279279279,37,,0.5283054,1833.44
ENSG00000163681,SLMAP,Client,0.001,0.0115,0.086956522,62,,0.6553724,1834.63
ENSG00000283632,EXOC3L2,Client,0.0011,0.0067,0.164179105,4,,0.3776731,1838.51
ENSG00000176406,RIMS2,Non-client,0.0011,0.0065,0.169230769,4,,0.6368279,1843.94
ENSG00000116584,ARHGEF2,Non-client,0.0163,0.0191,0.853403141,51,,0.4365603,1844.95
ENSG00000144504,ANKMY1,Non-client,0.0391,0.0868,0.45046083,,,0.4318402,1846.55
ENSG00000186767,SPIN4,Non-client,0,0.0047,0,4,,0.5473709,1847.59
ENSG00000132359,RAP1GAP2,Non-client,0.0017,0.0283,0.060070671,3,,0.4099932,1847.7
ENSG00000137875,BCL2L10,Non-client,0.0127,0.0242,0.524793388,6,,0.3636339,1849.19
ENSG00000179361,ARID3B,Non-client,0.0008,0.0166,0.048192771,25,,0.5146104,1849.53
ENSG00000182183,SHISAL2A,Non-client,0.2498,0.2631,0.949448879,,,0.4624178,1851.66
ENSG00000111481,COPZ1,Client,0.0186,0.0295,0.630508475,39,,0.5614727,1852.21
ENSG00000184471,C1QTNF8,Non-client,0.0094,0.0565,0.166371681,1,,0.3252629,1854.1
ENSG00000197122,SRC,Client,0,0.0223,0,262,,0.3775797,1855.32
ENSG00000048471,SNX29,Non-client,0.0429,0.1005,0.426865672,3,,0.5019463,1860.48
ENSG00000168827,GFM1,Client,0.0012,0.0146,0.082191781,17,,0.6391606,1861.85
ENSG00000188316,ENO4,Non-client,0.0045,0.0133,0.338345865,,,0.5674956,1865.39
ENSG00000137822,TUBGCP4,Client,0,0.0015,0,95,,0.574112,1867.05
ENSG00000165533,TTC8,Non-client,0.0009,0.016,0.05625,10,,0.6480408,1867.06
ENSG00000160282,FTCD,Non-client,0.0613,0.1123,0.545859305,4,,0.4023536,1868.26
ENSG00000100911,PSME2,Client,0.002,0.0096,0.208333333,54,,0.5341885,1869.15
ENSG00000106628,POLD2,Non-client,0.0009,0.0203,0.044334975,28,,0.4474075,1872.72
ENSG00000137078,SIT1,Non-client,0,0.0234,0,5,,0.4547721,1875.68
ENSG00000148346,LCN2,Non-client,0.0043,0.0161,0.267080745,17,,0.4784047,1875.93
ENSG00000140859,KIFC3,Non-client,0.001,0.0198,0.050505051,115,,0.4138543,1877.97
ENSG00000101391,CDK5RAP1,Client,0.0041,0.0267,0.153558052,17,,0.532286,1879.8
ENSG00000240891,PLCXD2,Non-client,0.0273,0.0475,0.574736842,1,,0.46108,1880.82
ENSG00000250506,CDK3,Client,0.0014,0.0049,0.285714286,47,,0.4463565,1882.21
ENSG00000112139,MDGA1,Non-client,0.0004,0.0144,0.027777778,1,,0.3936264,1882.6
ENSG00000179889,PDXDC1,Non-client,0.0114,0.0137,0.832116788,39,,0.5700347,1884.41
ENSG00000105552,BCAT2,Client,0.0022,0.0157,0.140127389,14,,0.4086148,1884.9
ENSG00000082458,DLG3,Client,0,0.0082,0,58,,0.4903288,1886.8
ENSG00000197746,PSAP,Client,0.0008,0.008,0.1,41,,0.4805729,1887.22
ENSG00000163092,XIRP2,Non-client,0.0048,0.0136,0.352941177,5,,0.7017477,1888.28
ENSG00000100784,RPS6KA5,Client,0,0.0179,0,51,,0.6270372,1890.44
ENSG00000118520,ARG1,Non-client,0.0029,0.019,0.152631579,26,,0.6398053,1891.35
ENSG00000166634,SERPINB12,Non-client,0.0023,0.0149,0.154362416,16,,0.5771831,1892.28
ENSG00000110880,CORO1C,Client,0.0017,0.0176,0.096590909,90,,0.5384396,1892.79
ENSG00000197694,SPTAN1,Client,0.0006,0.0125,0.048,160,,0.5159821,1894.55
ENSG00000157349,DDX19B,Non-client,0,0.0098,0,109,,0.5135279,1899.96
ENSG00000148513,ANKRD30A,Non-client,0.0321,0.0255,1.258823529,1,,0.7172807,1905.63
ENSG00000033030,ZCCHC8,Non-client,0.0013,0.0032,0.40625,52,,0.5993931,1909.69
ENSG00000144559,TAMM41,Non-client,0.0103,0.0054,1.907407407,20,,0.6065563,1912.37
ENSG00000265354,TIMM23,Non-client,0,0.0053,0,21,,0.5920972,1913.93
ENSG00000123388,HOXC11,Non-client,0.0013,0.026,0.05,14,,0.357564,1923.65
ENSG00000147689,FAM83A,Non-client,0.0039,0.0077,0.506493507,7,,0.3845325,1927.24
ENSG00000095139,ARCN1,Non-client,0,0.0023,0,36,,0.6182446,1929.54
ENSG00000148339,SLC25A25,Non-client,0.0008,0.0121,0.066115703,11,,0.4099769,1935.2
ENSG00000206043,C18H18orf63,Non-client,0.0092,0.0095,0.968421053,,,0.7080243,1942.38
ENSG00000147050,KDM6A,Non-client,0,0.004,0,28,,0.6716526,1944.14
ENSG00000099899,TRMT2A,Non-client,0.0034,0.0156,0.217948718,56,,0.4245647,1951.49
ENSG00000254858,MPV17L2,Non-client,0,0.0067,0,2,,0.3579277,1953.72
ENSG00000139112,GABARAPL1,Non-client,0.0033,0.0234,0.141025641,77,,0.5238299,1954.05
ENSG00000152760,TCTEX1D1,Non-client,0.0125,0.0153,0.816993464,1,,0.6815675,1955.33
ENSG00000079101,CLUL1,Non-client,0.0087,0.0042,2.071428571,,,0.6246159,1958.02
ENSG00000122136,OBP2B,Non-client,0.0215,0.0257,0.836575876,7,,0.421656,1959.1
ENSG00000124570,SERPINB6,Non-client,0.0145,0.0406,0.357142857,14,,0.5051217,1961.68
ENSG00000134215,VAV3,Non-client,0.0016,0.0162,0.098765432,18,,0.646758,1980.02
ENSG00000204661,C5H5orf60,Non-client,0.0133,0.0068,1.955882353,6,,0.47305,1987.69
ENSG00000056972,TRAF3IP2,Client,0.0043,0.0096,0.447916667,36,,0.569322,1988.77
ENSG00000108465,CDK5RAP3,Client,0.0036,0.0147,0.244897959,46,,0.5137648,1990.18
ENSG00000187954,CYHR1,Client,0,0.0108,0,25,,0.3349783,1991.96
ENSG00000102181,CD99L2,Client,0.0036,0.004,0.9,16,,0.5182376,1995.96
ENSG00000005243,COPZ2,Non-client,0.0021,0.0067,0.313432836,2,,0.4461805,2010.31
ENSG00000146376,ARHGAP18,Non-client,0.0175,0.04,0.4375,2,,0.6498882,2013.56
ENSG00000122679,RAMP3,Client,0.0082,0.0262,0.312977099,7,,0.4506565,2018.66
ENSG00000135655,USP15,Non-client,0.0005,0.0097,0.051546392,184,,0.6913536,2022.13
ENSG00000170419,VSTM2A,Non-client,0.047,0.0651,0.721966206,2,,0.4913319,2023.29
ENSG00000127663,KDM4B,Client,0.0022,0.0346,0.063583815,28,,0.3639552,2024.58
ENSG00000049246,PER3,Non-client,0.0089,0.0153,0.581699346,10,,0.5396575,2026.41
ENSG00000102010,BMX,Client,0.0007,0.0061,0.114754098,27,,0.6113352,2026.43
ENSG00000067798,NAV3,Non-client,0.0015,0.0112,0.133928571,4,,0.6094874,2026.83
ENSG00000101333,PLCB4,Non-client,0.0016,0.0082,0.195121951,2,,0.6331768,2027.92
ENSG00000179750,APOBEC3B,Non-client,0.0264,0.0157,1.681528662,9,,0.45253,2028.05
ENSG00000068831,RASGRP2,Non-client,0.0347,0.1061,0.327049953,2,,0.3773777,2028.57
ENSG00000188064,WNT7B,Non-client,0,0.0448,0,5,,0.3435162,2028.67
ENSG00000131477,RAMP2,Non-client,0.0026,0.0147,0.176870748,1,,0.4351073,2029.53
ENSG00000100503,NIN,Non-client,0.0039,0.0104,0.375,112,,0.6107207,2030.91
ENSG00000104067,TJP1,Client,0.0005,0.0061,0.081967213,101,,0.642737,2033.97
ENSG00000161544,CYGB,Non-client,0.0246,0.118,0.208474576,4,,0.3939864,2042.92
ENSG00000053770,AP5M1,Non-client,0.0009,0.0083,0.108433735,5,,0.7159672,2045.06
ENSG00000099625,CBARP,Non-client,0.1114,0.2643,0.42149073,,,0.3143165,2045.29
ENSG00000085265,FCN1,Client,0.0114,0.0343,0.332361516,16,,0.4526221,2048.86
ENSG00000151224,MAT1A,Non-client,0,0.0325,0,12,,0.4640247,2057.12
ENSG00000179632,MAF1,Non-client,0,0.0404,0,18,,0.4449852,2061.74
ENSG00000113407,TARS,Client,0.0018,0.0063,0.285714286,77,,0.621483,2062.94
ENSG00000113522,RAD50,Client,0.0007,0.0141,0.04964539,99,,0.691386,2072.88
ENSG00000123329,ARHGAP9,Non-client,0.0069,0.0047,1.468085106,8,,0.4458189,2073.09
ENSG00000197859,ADAMTSL2,Non-client,0.0025,0.0183,0.136612022,1,,0.3744601,2080.67
ENSG00000150045,KLRF1,Non-client,0.0075,0.0064,1.171875,5,,0.6991228,2087.28
ENSG00000107897,ACBD5,Non-client,0.0143,0.039,0.366666667,17,,0.592925,2089.49
ENSG00000146872,LOC104002862,Non-client,0.008,0.0132,0.606060606,29,,0.6200775,2092.99
ENSG00000114054,PCCB,Non-client,0.0017,0.0114,0.149122807,15,,0.520203,2094.79
ENSG00000116127,ALMS1,Client,0.0089,0.0112,0.794642857,42,,0.6697786,2095.59
ENSG00000244486,SCARF2,Non-client,0.0024,0.0166,0.144578313,4,,0.299359,2098.49
ENSG00000139132,FGD4,Non-client,0.0015,0.0037,0.405405405,3,,0.6204638,2100.6
ENSG00000133794,ARNTL,Client,0.0146,0.0201,0.726368159,57,,0.5932118,2101.09
ENSG00000120805,ARL1,Non-client,0,0.0069,0,21,,0.6653296,2103.22
ENSG00000131437,KIF3A,Client,0,0.0018,0,74,,0.6959943,2105.2
ENSG00000266524,GDF10,Non-client,0.0035,0.0213,0.164319249,6,,0.3519252,2110.21
ENSG00000165973,NELL1,Non-client,0.0047,0.0114,0.412280702,25,,0.5855876,2110.64
ENSG00000141510,TP53,Client,0,0.0088,0,893,,0.4772034,2112.2
ENSG00000182585,EPGN,Non-client,0,0.016,0,,,0.6689287,2125.93
ENSG00000163492,CCDC141,Non-client,0.0429,0.0541,0.79297597,2,,0.6465121,2126.14
ENSG00000167741,GGT6,Non-client,0.1398,0.1679,0.832638475,1,,0.4771309,2131.03
ENSG00000109743,BST1,Non-client,0.0159,0.0201,0.791044776,2,,0.4975114,2136.86
ENSG00000153317,ASAP1,Non-client,0.0004,0.0105,0.038095238,26,,0.5814885,2138.85
ENSG00000198488,B3GNT6,Non-client,0.0061,0.0426,0.143192488,,,0.289282,2139.91
ENSG00000153721,CNKSR3,Non-client,0.0031,0.0157,0.197452229,9,,0.5145508,2144.05
ENSG00000028528,SNX1,Client,0.0032,0.0121,0.26446281,71,,0.5309776,2145.84
ENSG00000110811,P3H3,Non-client,0.0018,0.0148,0.121621622,,,0.3945232,2150.02
ENSG00000171723,GPHN,Non-client,0,0.0057,0,31,,0.6156112,2154.4
ENSG00000182185,RAD51B,Non-client,0.0311,0.0493,0.630831643,10,,0.6599722,2155.43
ENSG00000214706,IFRD2,Non-client,0.0037,0.0214,0.172897196,17,,0.4139161,2158.71
ENSG00000167515,TRAPPC2L,Client,0,0.0307,0,32,,0.3955925,2159.02
ENSG00000141905,NFIC,Client,0.0049,0.0326,0.150306749,20,,0.3623161,2164.07
ENSG00000115718,PROC,Non-client,0.0047,0.0115,0.408695652,11,,0.3956412,2165.13
ENSG00000196353,CPNE4,Non-client,0.0221,0.0288,0.767361111,23,,0.5389811,2169.46
ENSG00000163931,TKT,Client,0.0014,0.0286,0.048951049,163,,0.4238022,2170.87
ENSG00000126217,MCF2L,Non-client,0.0017,0.0276,0.061594203,7,,0.4084805,2170.96
ENSG00000171097,KYAT1,Non-client,0.0064,0.0162,0.395061728,,,0.4638002,2177.44
ENSG00000115263,GCG,Non-client,0,0.0133,0,2,,0.5915392,2181.04
ENSG00000255587,RAB44,Non-client,0.0048,0.0135,0.355555556,,,0.4771561,2188.12
ENSG00000205089,CCNI2,Client,0.0823,0.1263,0.65162312,6,,0.4260637,2188.52
ENSG00000137440,FGFBP1,Non-client,0.0059,0.0319,0.184952978,5,,0.5334278,2190.79
ENSG00000147862,NFIB,Non-client,0.0025,0.0102,0.245098039,11,,0.6126984,2191.77
ENSG00000132535,DLG4,Non-client,0,0.0055,0,80,,0.4168971,2192.52
ENSG00000111785,RIC8B,Non-client,0.0008,0.006,0.133333333,21,,0.5972076,2195.72
ENSG00000159403,C1R,Non-client,0.0018,0.0063,0.285714286,9,,0.4516108,2200.76
ENSG00000066427,ATXN3,Client,0.0036,0.0123,0.292682927,85,,0.7063892,2205.71
ENSG00000137760,ALKBH8,Non-client,0.0066,0.0128,0.515625,2,,0.6551064,2205.85
ENSG00000185104,FAF1,Client,0.0007,0.0018,0.388888889,128,,0.6332675,2207.65
ENSG00000157168,NRG1,Non-client,0.002,0.005,0.4,66,,0.5143942,2209.66
ENSG00000214128,TMEM213,Non-client,0.0056,0.0178,0.314606742,7,,0.4336815,2212.58
ENSG00000146426,TIAM2,Non-client,0.0037,0.012,0.308333333,9,,0.5176151,2216.69
ENSG00000118004,COLEC11,Non-client,0.0049,0.0537,0.091247672,12,,0.4360112,2223.18
ENSG00000128266,GNAZ,Non-client,0,0.0296,0,41,,0.3665663,2230.52
ENSG00000159788,RGS12,Non-client,0.0038,0.0227,0.167400881,5,,0.4490791,2234.63
ENSG00000170525,PFKFB3,Non-client,0.012,0.0722,0.166204986,13,,0.4075432,2243
ENSG00000204161,TMEM273,Non-client,0.0959,0.0978,0.980572597,,,0.5015819,2243.5
ENSG00000168546,GFRA2,Non-client,0.0009,0.0213,0.042253521,3,,0.3773358,2250.12
ENSG00000133574,GIMAP4,Non-client,0.0014,0.0035,0.4,1,,0.5557658,2252.81
ENSG00000138182,KIF20B,Client,0.0035,0.007,0.5,26,,0.7443011,2256.05
ENSG00000204296,C6H6orf10,Non-client,0.0217,0.0237,0.915611814,,,0.7014964,2257.82
ENSG00000065989,PDE4A,Non-client,0.0034,0.0142,0.23943662,7,,0.4046374,2266.81
ENSG00000132792,CTNNBL1,Non-client,0,0.0125,0,60,,0.5099962,2275.02
ENSG00000117139,KDM5B,Non-client,0.0024,0.0175,0.137142857,61,,0.5882555,2281.44
ENSG00000223953,C1QTNF5,Non-client,0,0.0127,0,1,,0.3547118,2281.85
ENSG00000151322,NPAS3,Non-client,0.0009,0.0203,0.044334975,2,,0.4020185,2288.32
ENSG00000141437,SLC25A52,Non-client,0.0108,0.0152,0.710526316,1,,0.6148861,2290.78
ENSG00000154721,JAM2,Non-client,0.0194,0.033,0.587878788,10,,0.5817259,2292.33
ENSG00000119139,TJP2,Non-client,0.0027,0.0162,0.166666667,64,,0.5007258,2295.76
ENSG00000008441,NFIX,Non-client,0,0.0027,0,19,,0.4073209,2299.51
ENSG00000173452,TMEM196,Non-client,0.0048,0.0449,0.106904232,1,,0.4836218,2300.44
ENSG00000131686,CA6,Non-client,0.0624,0.125,0.4992,4,,0.4727088,2303.76
ENSG00000164483,SAMD3,Client,0.0184,0.0274,0.671532847,7,,0.6622349,2308.83
ENSG00000089327,FXYD5,Non-client,0.0049,0.0174,0.281609195,,,0.5145392,2313.12
ENSG00000168918,INPP5D,Non-client,0.0018,0.0164,0.109756098,39,,0.432264,2316.78
ENSG00000158869,FCER1G,Non-client,0,0.0116,0,3,,0.5444208,2320.91
ENSG00000143882,ATP6V1C2,Non-client,0,0.0052,0,24,,0.535682,2324.22
ENSG00000159720,ATP6V0D1,Non-client,0,0.0046,0,102,,0.4194124,2324.96
ENSG00000204977,TRIM13,Non-client,0.0035,0.0055,0.636363636,31,,0.6393384,2327.3
ENSG00000243147,MRPL33,Non-client,0,0.0183,0,14,,0.5276581,2329.03
ENSG00000198915,RASGEF1A,Non-client,0.0017,0.0187,0.090909091,1,,0.4375068,2334.65
ENSG00000116670,MAD2L2,Non-client,0.0037,0.0413,0.089588378,55,,0.4060007,2336.25
ENSG00000125434,SLC25A35,Non-client,0.003,0.0089,0.337078652,5,,0.4699032,2338.32
ENSG00000119383,PTPA,Non-client,0.005,0.0236,0.211864407,,,0.484467,2338.36
ENSG00000163554,SPTA1,Non-client,0.012,0.0178,0.674157303,21,,0.5857031,2338.84
ENSG00000167699,GLOD4,Client,0.0016,0.0185,0.086486487,34,,0.6024035,2339.72
ENSG00000100109,TFIP11,Non-client,0.0005,0.0135,0.037037037,141,,0.4734159,2345.13
ENSG00000143337,TOR1AIP1,Client,0.0026,0.0163,0.159509203,49,,0.5578091,2345.29
ENSG00000204371,EHMT2,Non-client,0.0014,0.0179,0.078212291,107,,0.4266605,2347.06
ENSG00000105669,COPE,Client,0.0041,0.0721,0.056865465,51,,0.3944876,2359.33
ENSG00000144320,LNPK,Non-client,0.0036,0.0053,0.679245283,,,0.7042361,2372.69
ENSG00000082397,EPB41L3,Non-client,0.0055,0.0125,0.44,100,,0.5143738,2377.19
ENSG00000167646,DNAAF3,Non-client,0.0088,0.0291,0.302405498,2,,0.3974552,2381.72
ENSG00000080511,RDH8,Non-client,0.0065,0.0049,1.326530612,,,0.4444737,2382.77
ENSG00000122642,FKBP9,Non-client,0.0008,0.0068,0.117647059,36,,0.4921085,2387.28
ENSG00000141384,TAF4B,Non-client,0.0017,0.0088,0.193181818,11,,0.6553259,2390.04
ENSG00000137745,MMP13,Non-client,0.0029,0.0243,0.119341564,1,,0.6047547,2395.05
ENSG00000112118,MCM3,Client,0.0011,0.007,0.157142857,116,,0.5074103,2396.1
ENSG00000124532,MRS2,Non-client,0.0373,0.0505,0.738613861,32,,0.5920486,2396.15
ENSG00000116852,KIF21B,Non-client,0.0005,0.0138,0.036231884,30,,0.407693,2397.17
ENSG00000275066,SYNRG,Non-client,0.001,0.0068,0.147058824,16,,0.6465579,2403.98
ENSG00000274523,RCC1L,Non-client,0.001,0.016,0.0625,,,0.4513483,2404.05
ENSG00000123358,NR4A1,Client,0.004,0.0144,0.277777778,98,,0.4072223,2406.42
ENSG00000067704,IARS2,Client,0.0018,0.0215,0.08372093,54,,0.6321451,2409.7
ENSG00000139187,KLRG1,Non-client,0.0067,0.0344,0.194767442,2,,0.6028428,2415.15
ENSG00000030110,BAK1,Client,0.0022,0.0176,0.125,28,,0.4765598,2416.55
ENSG00000105939,ZC3HAV1,Non-client,0.0118,0.012,0.983333333,133,,0.546235,2419.9
ENSG00000248385,TARM1,Non-client,0.0611,0.111,0.550450451,,,0.536599,2428.23
ENSG00000100884,CPNE6,Non-client,0.0027,0.0145,0.186206897,14,,0.4355409,2429.85
ENSG00000152954,NRSN1,Non-client,0,0.0228,0,1,,0.568615,2439.93
ENSG00000153446,C16H16orf89,Non-client,0.0163,0.015,1.086666667,1,,0.4865822,2442.99
ENSG00000072182,ASIC4,Client,0.004,0.017,0.235294118,40,,0.3995291,2443.36
ENSG00000070087,PFN2,Non-client,0,0.0084,0,47,,0.5342182,2446.13
ENSG00000130164,LDLR,Non-client,0.0047,0.0539,0.087198516,34,,0.4277248,2448.98
ENSG00000135677,GNS,Non-client,0,0.0126,0,30,,0.5552028,2451.05
ENSG00000137210,TMEM14B,Non-client,0.0733,0.0749,0.978638184,15,,0.60305,2452.22
ENSG00000146373,RNF217,Non-client,0.0363,0.032,1.134375,6,,0.4572313,2456.19
ENSG00000103415,HMOX2,Non-client,0.0049,0.0069,0.710144928,55,,0.4891483,2456.98
ENSG00000116857,TMEM9,Non-client,0,0.0334,0,14,,0.4754076,2458.56
ENSG00000138670,RASGEF1B,Non-client,0,0.005,0,3,,0.5895853,2462.33
ENSG00000164465,DCBLD1,Non-client,0.0031,0.0074,0.418918919,4,,0.4852199,2466.32
ENSG00000185024,BRF1,Non-client,0,0.0227,0,18,,0.4079713,2468.63
ENSG00000272333,KMT2B,Non-client,0.0022,0.0053,0.41509434,33,,0.4319218,2470.24
ENSG00000241878,PISD,Non-client,0.0026,0.0244,0.106557377,7,,0.3973755,2479.59
ENSG00000133561,GIMAP6,Non-client,0.005,0.0072,0.694444444,2,,0.5140284,2480.25
ENSG00000106013,ANKRD7,Non-client,0,0.0051,0,1,,0.7020763,2487.69
ENSG00000106052,TAX1BP1,Client,0.0045,0.0052,0.865384615,67,,0.7227095,2494.97
ENSG00000278053,DDX52,Non-client,0.0015,0.0082,0.182926829,37,,0.6649441,2496.05
ENSG00000125844,RRBP1,Client,0.0038,0.0216,0.175925926,44,,0.4674956,2499.36
ENSG00000127580,WDR24,Client,0,0.029,0,21,,0.3805737,2503.68
ENSG00000198398,TMEM207,Client,0.0131,0.0157,0.834394905,2,,0.5998236,2503.92
ENSG00000173401,GLIPR1L1,Non-client,0.0352,0.0804,0.437810945,,,0.5987358,2505.34
ENSG00000132321,IQCA1,Non-client,0.0075,0.0205,0.365853659,,,0.5770538,2513.12
ENSG00000108352,RAPGEFL1,Non-client,0.0013,0.0226,0.057522124,3,,0.4042519,2522.4
ENSG00000145147,SLIT2,Non-client,0.001,0.0169,0.059171598,17,,0.5750818,2526.6
ENSG00000065413,ANKRD44,Non-client,0.0013,0.006,0.216666667,22,,0.60885,2526.73
ENSG00000102908,NFAT5,Non-client,0.0009,0.0111,0.081081081,4,,0.7020029,2530.58
ENSG00000170242,USP47,Non-client,0.0012,0.0086,0.139534884,83,,0.7063608,2531.24
ENSG00000100644,HIF1A,Client,0.001,0.0016,0.625,153,,0.7208843,2533.75
ENSG00000164776,PHKG1,Non-client,0.001,0.0149,0.067114094,2,,0.4063328,2539.93
ENSG00000105357,MYH14,Non-client,0.0004,0.0261,0.015325671,44,,0.3995184,2542.16
ENSG00000176092,CRYBG2,Non-client,0.0084,0.0151,0.556291391,,,0.4685533,2543.16
ENSG00000131203,IDO1,Non-client,0.0032,0.0187,0.171122995,3,,0.6212618,2548.19
ENSG00000145832,SLC25A48,Non-client,0.01,0.0158,0.632911392,10,,0.4313819,2548.63
ENSG00000049759,NEDD4L,Client,0,0.0129,0,184,,0.5622667,2554.37
ENSG00000258223,PRSS58,Non-client,0,0.0091,0,,,0.58345,2556.58
ENSG00000136908,DPM2,Non-client,0.0052,0.017,0.305882353,3,,0.4724673,2572.85
ENSG00000186185,KIF18B,Non-client,0.0049,0.0129,0.379844961,17,,0.438747,2577.31
ENSG00000139613,SMARCC2,Non-client,0,0.0135,0,140,,0.5168024,2578.63
ENSG00000162456,KNCN,Non-client,0.0103,0.0127,0.811023622,,,0.427722,2582.73
ENSG00000170085,SIMC1,Client,0.0426,0.0594,0.717171717,17,,0.5859761,2586.53
ENSG00000183921,SDR42E2,Non-client,0.0102,0.0229,0.445414847,,,0.4714278,2600.02
ENSG00000086289,EPDR1,Non-client,0.0058,0.013,0.446153846,13,,0.435373,2601.79
ENSG00000186001,LRCH3,Non-client,0.0011,0.0061,0.180327869,32,,0.587064,2604.46
ENSG00000050426,LETMD1,Non-client,0.0365,0.0633,0.576619273,25,,0.5731812,2616.99
ENSG00000119969,HELLS,Non-client,0.0005,0.0073,0.068493151,45,,0.6906919,2626.86
ENSG00000160886,LY6K,Non-client,0.0241,0.0186,1.295698925,,,0.4756445,2631.56
ENSG00000151838,CCDC175,Non-client,0.0086,0.0128,0.671875,,,0.6852675,2633.93
ENSG00000137054,POLR1E,Non-client,0.0019,0.0111,0.171171171,33,,0.5325089,2635.03
ENSG00000130558,OLFM1,Non-client,0,0.0354,0,12,,0.4163779,2642.97
ENSG00000156970,BUB1B,Client,0.0018,0.0056,0.321428571,79,,0.6517837,2644.66
ENSG00000060718,COL11A1,Non-client,0.0013,0.0181,0.071823204,1,,0.6798493,2652.76
ENSG00000105499,PLA2G4C,Non-client,0.0167,0.0389,0.429305913,2,,0.5268579,2665.05
ENSG00000198836,OPA1,Non-client,0.0024,0.0121,0.198347107,41,,0.6674382,2675.63
ENSG00000124155,PIGT,Non-client,0,0.0096,0,34,,0.4163877,2682.87
ENSG00000141298,SSH2,Client,0.004,0.0069,0.579710145,18,,0.5846572,2685.91
ENSG00000087470,DNM1L,Non-client,0,0.0091,0,52,,0.672533,2690.28
ENSG00000160131,VMA21,Non-client,0.0089,0.0077,1.155844156,28,,0.422161,2693.31
ENSG00000197565,COL4A6,Non-client,0.0052,0.0079,0.658227848,8,,0.5954217,2697.96
ENSG00000247315,ZCCHC3,Non-client,0,0.0338,0,25,,0.3139875,2699.33
