proteinID_x,proteinID_y,%_identity,%_similarity,%_gaps,software
G5BFK6,Q9D7J6,76.3,83.6,1.4,matcher
G5C1E1,Q91Z53,84.1,93.1,0.0,matcher
G5BY22,Q9ESX2,77.9,79.1,17.5,matcher
G5B281,Q9QXG9,63.2,73.6,3.4,matcher
G5B090,P01139,86.6,92.2,0.0,matcher
G5ASX8,Q8BV13,99.1,99.1,0.0,matcher
G5BGN1,P62696,95.1,97.5,0.0,matcher
G5ANW5,Q8VI38,65.9,76.8,12.9,matcher
G5B814,Q67E05,48.5,66.7,5.1,matcher
G5AP17,Q99N93,81.7,86.9,0.0,matcher
G5BQX5,P48774,90.0,96.3,0.0,matcher
G5BCY5,Q8VE42,86.7,93.3,0.8,matcher
G5C0R3,Q497K5,68.2,80.7,0.0,matcher
G5C8B4,P60904,99.5,99.5,0.0,matcher
G5C0Z8,Q8BG55,84.8,91.8,0.0,matcher
G5BZE6,Q8BXZ1,95.5,99.1,0.0,matcher
G5BRS3,Q99LG1,82.6,88.5,2.4,matcher
G5C074,Q91UZ5,82.0,91.0,0.0,matcher
G5C288,Q8VHE0,99.1,100.0,0.0,matcher
G5B045,O54794,76.0,84.1,2.3,matcher
G5C4U1,Q80Z24,90.7,94.7,0.0,matcher
G5BZ16,Q8K402,75.6,85.5,2.9,matcher
G5C4Q7,Q8CHQ0,88.7,94.3,0.0,matcher
G5BWL9,Q9D3G2,77.2,84.1,0.4,matcher
G5AUB7,D3Z5L9,78.1,88.8,0.0,matcher
G5ASC2,Q8R2U4,90.6,96.4,0.0,matcher
G5AQA6,Q99JR6,82.9,89.4,0.0,matcher
G5BRM1,P59024,93.4,97.2,0.0,matcher
G5BZT5,Q62225,89.7,92.9,0.0,matcher
G5BIB8,Q91WG1,95.8,97.2,0.0,matcher
G5BX64,Q8K2Y7,80.6,88.1,0.8,matcher
G5BHH1,Q9JLI6,63.1,70.6,24.2,matcher
G5BVH9,Q9DCT5,93.8,97.6,0.0,matcher
G5AZS1,P31809,58.8,70.1,5.8,matcher
G5B5E3,Q5NCY3,84.6,93.4,0.0,matcher
G5ASG7,O08849,95.7,97.6,0.0,matcher
G5AR59,P10810,62.6,74.5,3.0,matcher
G5AN09,Q64726,69.4,78.1,0.0,matcher
G5B3U5,Q5SS90,69.9,82.5,1.0,matcher
G5BHZ6,P14106,79.5,88.2,1.6,matcher
G5BE06,P59530,68.2,83.9,0.0,matcher
G5AYH0,Q8C0M9,77.7,89.0,0.0,matcher
G5BHL1,Q3V3F6,86.8,93.2,0.0,matcher
G5BWE3,P12961,92.5,94.3,0.0,matcher
G5AVW0,Q9CQW3,54.5,66.5,8.5,matcher
G5B091,Q922J6,91.4,96.4,0.0,matcher
G5BKG4,Q80VT5,70.1,79.2,1.3,matcher
G5CAR5,P17751,96.7,99.1,0.0,matcher
G5B1E2,Q9R1Q8,99.5,100.0,0.0,matcher
G5B9U1,Q9D700,94.8,96.2,0.0,matcher
G5BIN9,Q91X86,94.2,96.0,2.2,matcher
G5BYA0,Q9Z2F7,97.0,98.0,0.0,matcher
G5C680,Q9ER05,81.6,91.2,0.0,matcher
G5AJR0,A2AU34,89.2,93.1,0.0,matcher
G5BEN1,P43432,63.7,75.9,3.9,matcher
G5AY49,Q8VBV7,95.2,97.6,0.0,matcher
G5BUS6,P58044,85.5,96.0,0.0,matcher
G5BXG9,P97474,91.8,92.7,6.4,matcher
G5AYT6,Q9DBJ6,97.5,99.0,0.0,matcher
G5BNX8,Q9CQQ7,88.3,94.3,0.0,matcher
G5APX6,Q91VF5,54.3,60.7,17.6,matcher
G5AP88,Q9CZ82,97.1,99.0,0.0,matcher
G5ASS2,Q99LS3,89.8,94.7,0.0,matcher
G5BRC6,P52840,69.1,83.5,0.0,matcher
G5ASA3,Q9QYE9,81.9,84.0,14.4,matcher
G5BKD8,Q8BW88,53.1,64.2,13.2,matcher
G5C3I2,Q6GUQ1,70.9,77.1,8.6,matcher
G5C1K8,Q9D1D4,94.5,96.8,0.0,matcher
G5BFK5,Q6ZWV3,100.0,100.0,0.0,matcher
G5AVC9,Q8BGI3,83.1,84.7,5.1,matcher
G5BA67,Q3UI66,61.7,73.1,3.3,matcher
G5BPK9,O08989,95.2,99.3,0.0,matcher
G5AQ11,Q9CQ10,94.6,96.4,1.3,matcher
G5AW34,Q8VIL2,79.0,86.9,0.0,matcher
G5BBZ9,Q8BGG6,87.2,90.6,0.0,matcher
G5BT64,Q60771,96.6,98.1,0.0,matcher
G5BY14,Q3UUV5,72.3,84.9,4.1,matcher
G5C838,Q3TYR5,81.1,86.2,3.1,matcher
G5C9F8,Q3UBG2,95.2,97.6,0.0,matcher
G5BZT0,Q9WUE3,93.7,96.8,0.0,matcher
G5BDU2,Q8BM86,97.0,97.5,0.0,matcher
G5BUH9,Q3V009,91.2,93.8,0.0,matcher
G5C9I3,P97314,97.9,98.4,0.0,matcher
G5BR93,Q8CGR5,77.9,87.6,0.8,matcher
G5BMS5,Q9CQ79,89.8,95.1,0.0,matcher
G5C8C9,Q80WB0,81.6,87.9,1.2,matcher
G5AR23,Q9Z2G9,88.5,94.0,0.0,matcher
G5BG07,Q9D9J3,54.5,66.8,7.4,matcher
G5AWR1,A2RTL5,72.1,78.4,1.4,matcher
G5AWA9,P61028,99.5,100.0,0.0,matcher
G5BJN5,Q02739,74.4,83.2,0.7,matcher
G5B4X1,Q8QZR8,85.6,89.4,9.3,matcher
G5BNZ3,Q6PIU9,70.0,79.2,0.7,matcher
G5B8A6,Q99JH8,99.0,99.5,0.0,matcher
G5B213,Q9DCX7,82.6,88.8,0.0,matcher
G5BY80,Q80ZM8,90.9,94.8,0.4,matcher
G5BJ78,Q99PT1,98.5,99.5,0.0,matcher
G5BLX6,Q925G2,73.4,83.4,1.7,matcher
G5BDT5,Q9Z1L4,94.4,97.5,0.0,matcher
G5AW15,O08547,85.8,87.0,13.0,matcher
G5BDX8,A2AJW4,87.8,92.3,0.0,matcher
G5BK76,D3YUE4,74.2,86.0,0.0,matcher
G5BAA1,P50615,93.7,98.1,0.0,matcher
G5APQ5,Q8VIM4,69.2,76.7,4.1,matcher
G5BU46,J3QNH8,75.2,85.2,0.0,matcher
G5APK0,Q923S9,100.0,100.0,0.0,matcher
G5BVA2,O35716,93.4,94.3,0.5,matcher
G5B4V0,Q8VCF0,51.6,60.4,10.4,matcher
G5C7I5,P55264,88.9,95.6,0.0,matcher
G5C0H0,Q61999,86.0,88.3,7.2,matcher
G5BYY4,Q91ZE5,48.6,66.2,2.3,matcher
G5B9D8,P46737,70.4,76.3,12.4,matcher
G5AWL8,Q3U2S8,77.5,85.8,1.9,matcher
G5AKU6,Q811M1,84.2,93.4,0.0,matcher
G5B943,P56404,82.1,89.6,0.0,matcher
G5AKN1,Q8JZK6,49.1,65.3,8.2,matcher
G5B8G8,P70279,75.2,85.1,1.4,matcher
G5B631,Q7TPD7,82.5,86.8,1.9,matcher
G5BTV5,O54804,90.2,95.4,0.0,matcher
G5BRS7,P05208,74.2,84.1,1.1,matcher
G5B6A5,Q80X60,49.9,61.9,22.6,matcher
G5BJR2,Q8R2G4,68.8,79.4,0.4,matcher
G5BWP0,Q8BGI5,70.2,78.0,4.2,matcher
G5BMT0,Q8VDV8,81.5,89.2,0.4,matcher
G5BCY9,Q9ER71,92.6,95.8,0.5,matcher
G5BNI8,Q9R0X0,97.5,99.0,0.0,matcher
G5BYG4,Q9CPT0,67.4,76.7,2.4,matcher
G5C511,Q9D752,92.9,93.8,5.8,matcher
G5C5W7,Q9EQC7,79.7,86.7,1.7,matcher
G5AUE3,O35188,59.8,67.6,3.5,matcher
G5B6U4,P63321,99.5,99.5,0.0,matcher
G5C500,A2A7Y5,57.9,69.6,2.9,matcher
G5CA15,O54942,89.9,95.4,0.0,matcher
G5BH14,Q8JZS0,99.0,99.0,0.0,matcher
G5BLV7,Q8BM88,74.1,85.3,0.4,matcher
G5ATQ6,A2ADA5,76.5,87.9,0.4,matcher
G5BB40,A2A5I3,73.5,84.6,0.0,matcher
G5B399,P97315,97.9,99.5,0.0,matcher
G5BS15,P70278,58.9,71.5,8.3,matcher
G5BYV6,P27792,74.1,80.9,1.8,matcher
G5BNG8,Q9WV35,87.3,93.9,1.8,matcher
G5B4C3,Q64435,70.3,84.5,0.4,matcher
G5ALE5,O08742,56.6,65.4,14.0,matcher
G5AR19,P50462,95.9,99.0,0.0,matcher
G5B0H6,O08585,88.8,90.5,6.5,matcher
G5ARZ3,P57784,98.6,99.0,0.0,matcher
G5B374,G3XA12,55.6,70.2,0.3,matcher
G5AKF3,Q61885,81.8,89.7,0.8,matcher
G5BAH2,E9Q3D4,75.3,85.2,0.0,matcher
G5B3W3,P70158,66.1,74.7,12.7,matcher
G5B7K7,P97461,98.5,98.5,0.0,matcher
G5B744,Q5QNV8,53.6,68.7,12.9,matcher
G5BYL1,E9Q5M9,72.7,79.3,0.4,matcher
G5B629,Q8BZI6,97.4,99.0,0.0,matcher
G5BY81,P59383,52.4,59.2,18.2,matcher
G5B3V3,Q9DCI3,93.1,95.9,0.0,matcher
G5B641,Q9D8K3,89.4,93.4,0.0,matcher
G5BLM5,Q8C436,94.4,96.7,0.0,matcher
G5BK15,Q8CII8,62.8,71.0,0.3,matcher
G5C256,Q6NZE7,77.4,80.7,7.3,matcher
G5C2Z1,Q8R1Q9,81.5,88.8,0.0,matcher
G5BQ66,Q9QZB0,91.9,95.7,0.0,matcher
G5BUJ9,Q9Z1Y9,80.0,82.3,11.3,matcher
G5AT51,P52623,85.1,87.2,3.3,matcher
G5AYD6,P19437,70.6,83.3,1.4,matcher
G5B9M1,Q8CDZ2,86.2,91.8,0.0,matcher
G5BKX1,Q8BJN4,86.3,89.8,1.3,matcher
G5C6N4,Q3U3F9,59.5,72.5,4.8,matcher
G5C9G7,Q6P8Y1,95.2,98.6,0.0,matcher
G5BY15,Q91WL6,76.7,83.1,1.1,matcher
G5C639,Q99LZ3,90.6,94.2,0.0,matcher
G5BS31,Q8VGY7,80.2,89.3,0.0,matcher
G5AKF0,A2RT81,86.2,90.6,0.0,matcher
G5ANA5,P27548,78.1,87.7,0.0,matcher
G5AX57,Q0P557,56.4,68.9,13.7,matcher
G5B9Z5,Q3TFQ1,98.5,99.0,0.0,matcher
G5B264,Q8BN57,76.1,84.9,0.4,matcher
G5ATI4,Q9CQU3,98.5,100.0,0.0,matcher
G5B6F4,Q8K3A2,84.5,90.1,0.0,matcher
G5BXY7,Q04841,76.3,84.5,5.4,matcher
G5C370,Q499D0,73.2,76.2,15.2,matcher
G5BMC9,Q91WR6,75.7,86.0,1.0,matcher
G5C3F0,Q9Z1R4,71.7,78.8,0.0,matcher
G5AKD1,Q9CRA5,98.5,99.5,0.0,matcher
G5BR98,Q32M27,75.3,84.9,0.0,matcher
G5AQB9,Q9Z1V0,85.6,93.9,0.0,matcher
G5BW06,Q3UYV8,67.5,75.2,10.5,matcher
G5BY62,Q8R0F8,88.0,96.8,0.0,matcher
G5BIT4,Q9Z0L8,70.0,85.9,0.4,matcher
G5BSY9,Q9JIN6,93.2,97.1,0.0,matcher
G5C3B7,Q99N84,77.7,85.4,0.8,matcher
G5AZE4,F8VQC1,70.0,75.5,18.4,matcher
G5BJG0,O70378,91.3,94.2,0.0,matcher
G5BJE8,P23589,72.0,81.9,0.0,matcher
G5AXX4,Q8BR70,83.5,92.8,0.4,matcher
G5BRP6,Q6PG16,41.9,54.2,4.2,matcher
G5B8K7,Q9CQJ0,81.6,90.6,0.0,matcher
G5BBU6,Q91YT2,97.9,99.0,0.0,matcher
G5BY00,Q8K3V1,72.6,82.5,1.4,matcher
G5C255,Q8VEL0,95.3,97.7,0.5,matcher
G5C7U5,Q8K3W2,88.0,95.6,0.0,matcher
G5C3D4,Q99KJ5,78.9,84.9,1.9,matcher
G5AXT6,Q8BR37,78.2,88.9,0.8,matcher
G5BEW7,Q80X86,80.2,88.8,0.4,matcher
G5BC18,Q91VT4,85.7,94.1,0.4,matcher
G5CAN9,P25118,57.2,68.4,6.4,matcher
G5B755,Q9D2H8,64.7,78.2,0.3,matcher
G5BY84,Q9JJ78,88.2,92.1,1.8,matcher
G5ATZ8,Q8C6B0,77.0,87.7,0.0,matcher
G5AUR5,I7HJS4,59.4,69.5,5.6,matcher
G5AYV0,O55100,96.0,97.5,0.0,matcher
G5APR4,Q8BVI4,94.3,98.1,0.0,matcher
G5BVE0,O70578,86.6,93.3,0.4,matcher
G5AR51,Q9CPW7,99.5,99.5,0.0,matcher
G5AS11,Q9D1D1,77.1,86.6,0.0,matcher
G5BNB8,Q3UBZ5,90.1,95.9,0.0,matcher
G5BGI7,Q6QD59,81.1,83.8,14.0,matcher
G5BXK3,P97952,99.0,100.0,0.0,matcher
G5B9C8,Q8VEB3,94.2,96.6,0.0,matcher
G5BT52,Q8CHW1,92.0,94.4,1.4,matcher
G5BI54,Q9D0L7,79.4,89.3,0.0,matcher
G5BXB0,Q8JZV9,90.0,95.9,0.0,matcher
G5ASI1,D3YUB6,67.9,79.2,0.6,matcher
G5BB09,P28063,85.8,93.8,0.0,matcher
G5BHJ9,P37804,96.5,99.5,0.0,matcher
G5AX51,Q9D6I9,84.1,88.7,0.0,matcher
G5C2V3,P55258,96.6,98.6,0.0,matcher
G5BG83,Q8K4F5,68.4,83.3,0.0,matcher
G5BPQ4,Q8C7V8,86.5,92.1,0.0,matcher
G5BC12,Q9ESJ7,78.1,85.0,0.4,matcher
G5BYM9,Q8VDP6,92.5,96.7,0.0,matcher
G5C1A6,Q8VED8,61.1,73.2,1.2,matcher
G5ATP5,Q8R2Z5,78.2,84.4,0.0,matcher
G5B552,Q8BFR1,66.4,77.9,7.7,matcher
G5B4U6,Q99JL1,87.2,91.0,0.9,matcher
G5BLE0,Q8BHH2,97.0,99.5,0.0,matcher
G5CPG8,P00405,84.1,93.8,0.0,matcher
G5BF42,Q9CQM2,100.0,100.0,0.0,matcher
G5C667,Q5EE38,71.3,81.5,0.0,matcher
G5BR67,Q8CGR4,81.3,87.8,0.0,matcher
G5BYM7,Q99L02,79.1,81.8,13.0,matcher
G5BWX1,Q9D1G1,99.0,99.5,0.0,matcher
G5C250,Q9D2Y5,66.1,75.3,9.5,matcher
G5CBB5,Q9DD18,93.8,97.1,0.0,matcher
G5B7F3,G5E8I7,49.2,67.6,3.0,matcher
G5BEB4,D3YWP0,87.2,91.2,0.0,matcher
G5B2B3,P60879,95.6,98.1,0.0,matcher
G5BHK9,Q56A07,91.2,94.9,0.0,matcher
G5AU08,Q9WTY4,89.2,95.0,0.0,matcher
G5B3Y9,Q99N99,75.6,84.6,0.0,matcher
G5CAG9,O35949,71.1,84.1,0.4,matcher
G5CAQ9,P06332,52.6,69.9,1.4,matcher
G5B471,Q9JJ57,99.5,99.5,0.0,matcher
G5C6H7,Q3U5F4,76.8,78.6,1.4,matcher
G5BM07,Q8R3J5,87.2,91.2,2.2,matcher
G5BBA9,Q9DD20,78.3,89.8,0.0,matcher
G5C1F0,Q9R0P3,93.0,96.5,0.0,matcher
G5B4G2,Q8BIZ6,68.0,75.5,12.7,matcher
G5AU88,Q9D4V7,90.1,93.2,0.5,matcher
G5BEJ7,Q8BVC4,70.3,80.7,0.7,matcher
G5C5W1,P18572,56.4,69.2,3.1,matcher
G5B2P7,Q9ERI2,90.0,93.7,0.5,matcher
G5C8C2,Q8BXL7,97.0,99.5,0.0,matcher
G5BS98,Q9JLK4,90.3,93.5,0.0,matcher
G5CAG3,Q9JJ69,96.5,98.0,0.0,matcher
G5B559,P0C7M9,95.9,97.4,0.0,matcher
G5AR78,Q9CQ06,85.9,93.2,1.8,matcher
G5B2G4,Q8VCL2,76.5,84.1,3.8,matcher
G5BN71,Q3V209,71.4,80.4,0.7,matcher
G5BVH7,Q5SYL1,73.9,81.7,11.2,matcher
G5AZU5,Q9Z260,86.2,93.8,0.0,matcher
G5BXQ4,Q810T2,30.0,48.4,8.2,matcher
G5BEY1,Q9DCH6,88.3,89.7,6.7,matcher
G5BG95,Q9DA39,84.5,94.1,0.0,matcher
G5C2G2,Q8BR26,95.5,96.5,0.0,matcher
G5BXG0,E9PXN7,69.1,80.0,0.4,matcher
G5ARL5,O35565,88.9,91.7,3.7,matcher
G5AQX1,P47968,69.0,75.2,22.4,matcher
G5AVD0,P09066,90.9,91.4,0.9,matcher
G5BF53,O09010,92.0,97.5,0.0,matcher
G5ASV8,Q91VK4,94.1,97.6,0.5,matcher
G5AM76,Q9DCX8,78.2,86.5,0.0,matcher
G5AXZ2,Q9WTQ8,94.3,96.7,0.0,matcher
G5C2U2,Q3U9F6,96.8,98.9,0.0,matcher
G5B5N8,Q9JKM7,82.1,84.5,11.5,matcher
G5BCU5,Q9D7E3,85.9,91.6,1.3,matcher
G5BY54,Q8VCM2,66.3,75.3,2.0,matcher
G5BX48,Q91YQ1,96.1,97.5,0.0,matcher
G5AN39,Q80WM4,90.3,91.7,0.5,matcher
G5AJZ4,Q8K136,83.0,89.6,0.4,matcher
G5AP05,Q8C3K5,73.5,79.3,0.0,matcher
G5BNJ0,P30282,93.8,95.7,0.0,matcher
G5AZ45,Q9CZ42,68.6,77.4,11.8,matcher
G5CB97,Q8C0J6,78.5,85.8,6.1,matcher
G5AUA3,Q8BUY5,69.7,82.7,0.4,matcher
G5AVE7,Q8K4H1,67.1,80.4,2.8,matcher
G5C4H8,P35242,74.6,85.1,0.0,matcher
G5C969,P51163,75.8,84.5,0.0,matcher
G5BS05,Q8BHK2,98.0,98.5,0.0,matcher
G5B380,A6H684,62.4,76.8,0.9,matcher
G5BB06,Q31099,72.6,82.6,0.0,matcher
G5AVS2,P84096,99.0,100.0,0.0,matcher
G5AKS8,Q9JKL5,92.3,96.2,0.0,matcher
G5ARC5,Q9JLY7,94.4,98.5,0.0,matcher
G5C2E8,P35762,89.9,95.4,0.0,matcher
G5BMP1,Q6PAL0,90.3,93.5,0.0,matcher
G5B8H9,Q9D1N4,84.2,93.7,0.0,matcher
G5BAK1,Q9D7F7,85.3,91.8,1.7,matcher
G5BN76,Q91VP7,90.7,95.8,0.0,matcher
G5C088,Q8BGY7,73.9,83.7,1.4,matcher
G5BPU7,Q9D6J4,75.1,81.6,9.6,matcher
G5B9G5,E0CXC2,64.3,71.6,17.1,matcher
G5AKS1,O54917,84.7,88.5,3.4,matcher
G5AR44,P63139,98.5,99.0,0.0,matcher
G5B296,P97371,81.5,85.1,9.2,matcher
G5AZA5,Q60961,97.4,99.0,0.0,matcher
G5BMY3,O35166,92.5,95.8,0.0,matcher
G5AUT2,Q8BVA2,89.9,91.3,2.4,matcher
G5BQ02,P35290,96.6,97.5,0.0,matcher
G5B340,Q8CAK3,76.7,79.4,14.0,matcher
G5BG78,Q810I0,88.4,90.7,4.6,matcher
G5AZL7,Q9CVD2,81.5,88.8,1.2,matcher
G5AWK1,Q9DCT8,91.2,95.4,0.0,matcher
G5BB82,Q8R2Y9,90.6,93.4,0.5,matcher
G5B1J4,Q9Z262,87.8,93.7,0.9,matcher
G5BI85,Q9CPY0,82.8,89.1,0.0,matcher
G5BPR1,Q9D529,60.5,67.5,9.6,matcher
G5AMJ3,P53996,99.4,99.4,0.6,matcher
G5ARW1,P35700,93.5,99.0,0.0,matcher
G5B2J7,P62754,83.5,83.9,15.7,matcher
G5BDI6,P06880,88.9,93.5,0.0,matcher
G5BPF0,P14901,70.4,81.0,1.8,matcher
G5AYT1,Q8R1L4,92.1,96.7,0.0,matcher
G5APB4,Q9JIM5,77.3,85.5,0.8,matcher
G5C147,P35293,96.1,97.6,0.5,matcher
G5B8L2,Q99N94,81.0,89.7,0.4,matcher
G5C5Z3,P62821,100.0,100.0,0.0,matcher
G5BZ27,Q9D853,82.9,89.6,1.7,matcher
G5CA98,Q9Z211,80.4,89.8,0.8,matcher
G5B065,Q64385,69.8,74.6,6.9,matcher
G5BCA1,P61213,98.0,99.5,0.0,matcher
G5BQU9,E9Q8N6,54.7,65.9,4.5,matcher
G5B0B5,Q8R0I4,89.3,94.4,0.5,matcher
G5BRW3,P84099,100.0,100.0,0.0,matcher
G5BQT6,Q61335,83.4,91.1,0.8,matcher
G5AY30,Q9JKW0,94.6,99.0,0.0,matcher
G5BTD1,Q80ZI2,85.0,92.0,0.5,matcher
G5C2H5,Q5PR73,98.0,99.0,0.0,matcher
G5BEF5,Q9JK92,92.9,96.4,0.0,matcher
G5BN16,Q9CQC9,98.0,99.5,0.0,matcher
G5BFE3,Q9QY80,94.6,98.5,0.0,matcher
G5BKG5,Q9ESP1,86.4,88.7,0.0,matcher
G5C065,Q9WV55,79.0,80.9,16.5,matcher
G5B7R3,Q99PW4,85.6,90.7,0.0,matcher
G5AKV0,P57759,79.6,83.8,7.7,matcher
G5ASL3,P70345,99.0,99.5,0.0,matcher
G5B193,P36536,98.5,98.5,0.0,matcher
G5AQD2,Q6GQV0,57.5,68.1,4.1,matcher
G5BD53,P09021,78.1,78.5,20.4,matcher
G5BDE6,P52793,88.8,95.6,0.0,matcher
G5B833,Q8R4L0,77.8,83.5,0.8,matcher
G5C2K4,P47877,81.2,82.4,2.9,matcher
G5AXG9,Q9QX60,71.1,82.6,0.0,matcher
G5C8E8,P97489,83.0,87.9,0.0,matcher
G5BY86,Q78PG9,95.5,98.5,0.0,matcher
G5BWD4,Q80VP8,80.7,88.0,1.2,matcher
G5C5J3,Q8BJF9,99.0,100.0,0.0,matcher
G5BPP7,Q9D2C6,92.2,97.1,0.0,matcher
G5C4N8,Q8BYZ1,58.8,70.7,6.4,matcher
G5BKM4,Q9R1S0,92.0,96.0,0.0,matcher
G5BTA0,Q9D8U2,87.9,94.6,0.0,matcher
G5C6E5,Q9R1P3,96.0,99.5,0.0,matcher
G5ART7,P41047,71.3,80.3,8.2,matcher
G5BDK5,E9PX79,56.2,67.3,4.6,matcher
G5B4Z3,Q62302,98.5,100.0,0.0,matcher
G5BDH1,Q8C0V1,52.0,64.6,15.3,matcher
G5B7Y8,Q9CZ91,59.1,68.8,3.5,matcher
G5B4D0,Q9ESW8,95.4,97.0,0.0,matcher
G5BFZ2,Q9D4K5,64.7,72.2,17.3,matcher
G5C3C2,Q8VC65,87.7,92.2,0.0,matcher
G5B4Y9,Q8VBX4,64.6,79.8,0.3,matcher
G5BVV8,Q8C6C7,81.4,88.6,1.3,matcher
G5C1Y6,Q8QZV6,49.7,68.5,3.3,matcher
G5BW52,Q9Z2D8,94.3,97.9,0.5,matcher
G5AZB5,P62761,100.0,100.0,0.0,matcher
G5BGV8,O88551,89.6,94.8,0.0,matcher
G5BI95,P22091,94.4,96.0,0.0,matcher
G5BPG9,P12815,99.0,99.0,1.0,matcher
G5AXB8,Q9Z0S5,83.3,91.7,0.4,matcher
G5C421,Q6PDM2,100.0,100.0,0.0,matcher
G5BEZ0,Q9ERE7,87.0,90.4,2.6,matcher
G5CBG2,Q6ZWN5,100.0,100.0,0.0,matcher
G5C8G9,Q8BFQ8,96.0,98.5,0.0,matcher
G5AK07,Q8R1Y2,95.6,97.5,0.5,matcher
G5BA37,Q99MH5,87.1,94.8,0.0,matcher
G5C947,P63277,83.4,87.2,1.4,matcher
G5BJV1,Q9CZ15,94.4,98.5,0.0,matcher
G5C0G6,Q9D1D6,94.2,95.8,0.0,matcher
G5ASL4,D3Z5F7,97.9,100.0,0.0,matcher
G5B8G9,Q62276,96.0,96.0,0.0,matcher
G5BM10,P61022,99.5,99.5,0.0,matcher
G5C4Y8,Q8BGZ1,99.5,99.5,0.0,matcher
G5B7R9,O35309,64.9,79.9,0.0,matcher
G5B9L6,P52800,95.5,97.5,0.0,matcher
G5AKB2,Q8VC88,86.9,92.0,0.5,matcher
G5BVT9,O08736,70.3,81.7,1.1,matcher
G5BAV1,Q6IR41,74.2,80.5,1.5,matcher
G5C0Q3,F6TNE3,51.3,61.7,7.2,matcher
G5BHR9,Q505H4,98.3,99.4,0.0,matcher
G5BID8,Q61686,97.9,99.5,0.0,matcher
G5AY83,Q99J56,99.2,100.0,0.0,matcher
G5AWX0,Q9JLK7,89.2,92.5,4.2,matcher
G5BW39,Q3V0J1,73.1,78.7,3.7,matcher
G5BML4,Q8BHB3,55.6,67.4,4.5,matcher
G5BV97,Q8K0V2,95.4,97.9,0.0,matcher
G5BPK0,Q9DCV4,81.0,86.0,1.7,matcher
G5C100,Q99MT7,88.1,94.5,0.0,matcher
G5CBF7,Q9DB98,76.1,85.5,0.8,matcher
G5ATW7,P00920,74.8,84.8,0.0,matcher
G5AQF7,Q8R1F5,71.3,77.3,1.8,matcher
G5AJL7,Q9CR83,98.4,98.9,0.0,matcher
G5AWX2,Q8C4B4,89.2,92.0,0.9,matcher
G5AWQ6,Q9JIQ3,87.3,93.2,0.0,matcher
G5B8J4,Q924T2,82.7,91.1,0.0,matcher
G5BSF1,Q9QXE5,73.7,80.8,0.0,matcher
G5C0C4,Q9DAA6,95.9,99.5,0.0,matcher
G5BCN1,Q8BG47,91.6,91.6,6.9,matcher
G5B6L0,Q8JZX9,87.4,91.6,1.9,matcher
G5C261,P21995,68.0,78.2,1.7,matcher
G5C6S5,Q3U466,78.8,82.0,3.3,matcher
G5BLJ3,Q99LM3,54.4,63.5,11.3,matcher
G5BQK9,Q9DAW6,94.9,97.5,0.0,matcher
G5BUU8,Q9CZT6,84.3,94.3,1.3,matcher
G5C4N9,Q8R2H9,91.5,95.5,0.0,matcher
G5BZW5,Q9CQM0,86.9,92.0,0.0,matcher
G5AWP6,Q00262,84.1,90.9,0.5,matcher
G5ASU4,Q8BGA2,85.5,89.4,2.2,matcher
G5AL44,Q8K3A6,68.6,79.2,0.4,matcher
G5B637,Q64471,78.3,87.3,1.6,matcher
G5AK44,Q9CQG0,77.1,89.6,0.4,matcher
G5AT30,Q924T3,70.1,79.3,1.7,matcher
G5BHT6,Q62422,92.6,96.1,0.5,matcher
G5B6G0,Q8VE10,96.8,98.4,0.0,matcher
G5AY85,Q9D2X8,60.1,71.7,3.1,matcher
G5AV87,Q9ESG2,87.3,93.4,0.0,matcher
G5B4N1,Q91XA5,56.3,66.7,6.6,matcher
G5BJ11,Q8BHC4,83.5,91.3,0.0,matcher
G5C5D7,Q80UU2,71.9,80.4,2.1,matcher
G5BNK3,Q9D8M4,79.8,89.7,0.8,matcher
G5C9J9,Q920S3,95.3,98.4,0.0,matcher
G5C9X8,Q9JL10,82.1,85.4,1.7,matcher
G5AQB0,P97311,85.3,90.0,0.0,matcher
G5B5H6,P34057,92.6,96.5,0.0,matcher
G5AWY9,Q6P6J4,89.3,96.1,0.0,matcher
G5B9P3,P63075,95.9,97.4,0.0,matcher
G5AUQ6,Q80X91,84.5,87.2,2.3,matcher
G5AUP4,Q80ZM3,73.6,83.9,3.8,matcher
G5BXV3,D3Z5T1,54.0,67.2,12.9,matcher
G5AS90,Q9D009,83.0,88.2,0.0,matcher
G5BDY8,Q7TPG0,60.2,74.3,2.9,matcher
G5C3I4,O35445,97.8,97.8,0.0,matcher
G5B2N7,Q91YJ3,83.2,90.3,0.0,matcher
G5C2F8,P19973,59.7,68.8,11.3,matcher
G5BXV4,Q501J2,80.8,89.5,0.0,matcher
G5BTV7,Q8K3J1,87.8,92.0,1.4,matcher
G5C0A5,Q8BT18,42.9,55.6,9.2,matcher
G5BVS7,Q9CPV1,76.0,86.2,0.0,matcher
G5AR85,Q3TFK5,56.1,69.7,6.6,matcher
G5AVR4,P61087,95.4,97.9,0.0,matcher
G5B2Y1,P26339,52.7,60.3,20.4,matcher
G5AM20,Q8CDS7,73.0,86.5,0.0,matcher
G5BM31,O09044,89.1,96.2,0.5,matcher
G5BL33,Q148R9,85.2,88.6,0.8,matcher
G5BF85,Q810P3,88.4,93.7,0.5,matcher
G5BVK5,Q5ND56,68.5,77.8,7.9,matcher
