proteinID_x,proteinID_y,%_identity,%_similarity,%_gaps,software
G5AYT5,Q9CPQ3,93,95.1,1.4,stretcher
G5BV57,Q91VS7,86.5,92.9,1.9,stretcher
G5BJQ6,Q3UYG1,46,60.2,19.8,stretcher
G5APF1,P50289,53.8,64,14,stretcher
G5AT78,Q3UFF7,56.5,64.4,19.2,stretcher
G5ALC1,Q8CEZ1,60,74.5,10,stretcher
G5BBC6,P54369,61.2,66.5,17.6,stretcher
G5ASS6,Q9D1L0,84.1,85.4,4.5,stretcher
G5BP96,Q60819,57.2,66.4,5.5,stretcher
G5BJI1,Q7TN89,56.6,64,26.8,stretcher
G5BYU6,P60324,71.3,78.2,5.3,stretcher
G5C676,P61971,98.4,100,0,stretcher
G5C5Q5,Q3U6N9,61.6,71.6,3.1,stretcher
G5BVQ3,Q8C838,76.7,84.7,6.2,stretcher
G5BW97,P62962,92.1,97.9,0,stretcher
G5B6I2,Q9D1I5,73,83.1,6.7,stretcher
G5BSC9,Q9CR76,48,56.5,33.1,stretcher
G5BYA2,Q91W53,94.9,97.8,0,stretcher
G5APA7,P70274,37,45.3,36.7,stretcher
G5AMF9,Q6P1G6,42.9,46.2,48.2,stretcher
G5BDZ6,Q6QLQ4,54.8,70.6,4.8,stretcher
G5ASK4,Q9JJ93,88,93,0,stretcher
G5B4M4,Q9Z1P5,48.4,58.3,17.9,stretcher
G5BF83,Q9CQI3,92.3,95.8,0,stretcher
G5BZ17,Q8BML3,82.4,90.3,0.6,stretcher
G5CAM1,Q9WVL1,84.7,86.5,11.7,stretcher
G5ANN0,P43025,63.9,76.7,0,stretcher
G5BKD3,O89116,63.8,66.1,33,stretcher
G5B8K4,Q3UUI3,56.3,68.4,16,stretcher
G5BSS3,P05524,58.5,64.2,13.8,stretcher
G5AWH3,Q9CQW7,62,70.3,24.5,stretcher
G5BW93,Q6PKN7,59,69.7,6.4,stretcher
G5B5R5,Q9JJH1,61.7,65.5,28.2,stretcher
G5BB75,Q9EQ14,68.4,77.6,3.6,stretcher
G5B8N3,Q9QZL9,61.6,74.6,1.7,stretcher
G5BER4,Q9Z266,97.8,97.8,0,stretcher
G5ATP3,B2RWJ3,75.1,77.5,5.2,stretcher
G5BB19,O35988,67.1,75,8.3,stretcher
G5BPZ4,Q3UTA9,49.3,58.9,20.1,stretcher
G5B6S6,Q9D3P8,86.4,93.9,0,stretcher
G5BEB0,Q9CWQ3,54.6,63.7,19.9,stretcher
G5C6Y5,Q8BGR6,64.2,66.2,32.4,stretcher
G5BS99,Q9CPY4,98.4,99.2,0,stretcher
G5BZG2,Q8R235,98.5,98.5,0,stretcher
G5AUI8,A2A9G7,50.6,58.6,24.7,stretcher
G5AYI5,Q3TYX2,57.5,65.4,6.2,stretcher
G5BJD3,Q6X7S9,55.2,57.7,36.8,stretcher
G5B719,Q8R4E4,59.8,65.9,3.6,stretcher
G5B0S9,Q9CWG9,93.7,96.5,0.7,stretcher
G5B779,Q9Z0Y2,80.8,89,0,stretcher
G5BGM8,Q9JJV0,63.8,67.9,28.1,stretcher
G5C678,Q8C4W3,78.8,83.6,2.4,stretcher
G5BQY4,Q9JJ48,40.1,44.5,49.5,stretcher
G5C2Q0,Q99LQ1,47.8,55.1,19,stretcher
G5ARM7,Q9CQL6,70.2,80.9,0,stretcher
G5AYS1,P61219,99.2,100,0,stretcher
G5BP21,P18893,72.5,84.8,0,stretcher
G5C8Z4,D3YTM9,75.7,78.5,4.5,stretcher
G5BWK6,Q62048,99.2,100,0,stretcher
G5CAP2,P41272,49.6,61.2,3.9,stretcher
G5BU83,Q9CY62,76.5,84.3,8.4,stretcher
G5C196,Q9CX13,89.2,92.8,5.8,stretcher
G5AQJ4,P22389,68,78.7,1.7,stretcher
G5B414,P25085,70.8,78.1,9,stretcher
G5BJ70,B1ATY8,76.9,83.2,8.1,stretcher
G5C563,B1AWN9,53,59.1,23.9,stretcher
G5C6Q3,Q149F5,50.5,60.6,20.8,stretcher
G5C9P1,Q8BIF0,55.5,62.2,29.4,stretcher
G5AXN2,P47915,57.9,61.8,31.3,stretcher
G5ATR3,O35714,41.7,51.1,26.7,stretcher
G5AW30,P20352,52.8,66.9,4,stretcher
G5BIP7,O70131,88.9,94.1,0.7,stretcher
G5BN42,O88324,62,70.1,12.7,stretcher
G5AR98,Q9CPV5,43,51.1,36.5,stretcher
G5AMK2,Q9R1Q6,56.9,68.6,5.5,stretcher
G5AVM1,Q9D7I0,55,59.5,14.5,stretcher
G5BEQ0,Q8BJ95,27,34.3,46.2,stretcher
G5C4M5,P09024,65.6,70.6,6.8,stretcher
G5B2P6,Q99L28,76.1,82.2,17.2,stretcher
G5BAT8,Q8R015,70.2,80.9,1.6,stretcher
G5AVR9,Q9R007,66.5,78.5,0.5,stretcher
G5C413,Q8CIT0,71.1,78.7,6.6,stretcher
G5C3B2,Q8R040,81.9,86.5,7.7,stretcher
G5C424,Q8VE22,72,80.8,2.7,stretcher
G5C2E9,Q9JHH2,51.3,61.3,18.3,stretcher
G5AN69,O88186,66.7,79.1,0,stretcher
G5ALL8,Q9CQY6,89,94.1,0,stretcher
G5BC88,Q5HZG9,44,50.4,24.5,stretcher
G5BX07,O88803,81.5,88.7,0,stretcher
G5BNH4,Q2LA85,46.4,58.1,5.4,stretcher
G5B5R1,Q9D5A9,63.4,74.1,3.7,stretcher
G5BQL8,Q9D6K5,88.4,94.5,0.7,stretcher
G5BZJ1,Q923Z4,79.1,83.7,2.3,stretcher
G5ANP9,Q8K467,74.9,79.3,17.3,stretcher
G5B644,Q7TNL9,86.6,90.1,2.8,stretcher
G5B0A5,Q8VC85,97.7,99.2,0,stretcher
G5B415,Q8R459,73.8,83.5,7.3,stretcher
G5BGM4,Q8K2M3,44.2,51.9,30.8,stretcher
G5B690,Q9DA69,66,73.3,18.4,stretcher
G5BDR5,Q9D273,65.7,68.2,24.7,stretcher
G5ATR5,A2ASP7,39.1,43.5,41.1,stretcher
G5BVN4,Q61025,75.1,75.1,23.7,stretcher
G5AM98,O35680,88.6,92.1,0.7,stretcher
G5AKR1,P63002,65.1,66.1,31.7,stretcher
G5BNG1,J3QNN4,41,50.5,37.5,stretcher
G5ANC2,Q8VDT9,79.2,85.5,0.6,stretcher
G5AYI9,Q810A3,75.4,86,1.8,stretcher
G5BDF0,Q5RL79,63.2,64.6,34.9,stretcher
G5BAS7,Q8CFV4,89.4,93,0,stretcher
G5B445,Q9CPW4,87.2,89.1,10.3,stretcher
G5B9L0,Q9CQ20,73.2,74.9,21.3,stretcher
G5C8W3,Q6ZWS4,74.4,75.6,22.5,stretcher
G5BR26,Q9R0C0,74.4,79.7,16.3,stretcher
G5C7G4,Q9CPX7,91.1,94.1,0,stretcher
G5CB82,Q99LS0,80.4,90.5,0,stretcher
G5B498,Q8BGR8,91.4,96.4,0,stretcher
G5AT57,Q9EQX4,78.4,80.8,16.2,stretcher
G5BUK4,Q78TU8,84.7,94.4,0,stretcher
G5BSJ8,P62325,73.6,76.4,5.7,stretcher
G5AQE6,Q8CFA7,40.2,53.1,11,stretcher
G5B092,P12656,84.1,90.6,0,stretcher
G5AK11,Q9CZS3,76,83.4,2.9,stretcher
G5B442,Q80UU9,56.7,57.6,41.9,stretcher
G5BDY4,Q5SSN7,79.9,83.6,13.2,stretcher
G5BNC3,P97825,78.6,81.8,11,stretcher
G5AUN6,Q9CWH0,43.5,58.7,11.1,stretcher
G5C384,P59708,98.4,98.4,1.6,stretcher
G5BNJ7,Q80ZK0,79.4,86.2,3.1,stretcher
G5B4U9,Q9D742,65.5,69.5,15,stretcher
G5CBI9,P0C1V4,66.3,84,2.7,stretcher
G5BPZ3,Q91ZZ3,61.4,62.4,36.7,stretcher
G5BN85,Q9D7X3,71.9,78.4,8.1,stretcher
G5BZK7,Q9QUL3,72.4,84.2,6.6,stretcher
G5BRQ7,Q62313,32.7,42.1,34.8,stretcher
G5BES4,O88824,82.9,87.7,0,stretcher
G5C3V3,A0A1D5RLR8,43.3,55.5,14,stretcher
G5BC43,Q80ZM5,69.9,75.7,11.7,stretcher
G5AVE4,Q9CX63,49.6,57.7,18,stretcher
G5BT74,Q8C6V3,52.7,56.4,31.3,stretcher
G5BRC9,Q8K3I6,51.9,56.3,24.6,stretcher
G5C1T6,Q8R3T5,43.4,44.1,54.5,stretcher
G5C4J4,Q99N92,85.1,91.9,0,stretcher
G5C6T0,Q9D5A0,39.8,54.3,19.8,stretcher
G5AQ42,Q8BVN9,40.6,43.1,52.3,stretcher
G5B7W4,Q8CAT8,74.5,84.5,3.7,stretcher
G5B1U6,Q923B0,79.2,87.2,0,stretcher
G5C0Y4,P41136,93.3,96.3,0,stretcher
G5BBQ4,Q8K0H5,57.3,57.8,41.7,stretcher
G5AWG2,Q9WUC3,86.5,92.2,1.4,stretcher
G5AS01,Q8C551,48.3,59.9,23,stretcher
G5BB16,Q9D976,49.3,60.6,14.6,stretcher
G5BFI4,Q9D3J8,64.5,71.5,6.1,stretcher
G5C5W5,Q9ESS2,63.9,69.8,20.3,stretcher
G5AUM6,Q9QY24,33.8,43.1,27.6,stretcher
G5BDG8,Q99LJ5,68.8,70.4,27.4,stretcher
G5C3B4,Q811B5,57.9,61.6,30.5,stretcher
G5BXZ8,Q6ZWQ7,66.5,67.5,30.9,stretcher
G5B4B0,Q03173,22.7,32.4,39,stretcher
G5BL04,P21855,38.5,49.2,29.5,stretcher
G5BN84,Q9DAN9,74.1,84.3,1.2,stretcher
G5ARL7,Q9D924,80.6,83.2,16.8,stretcher
G5B0J3,O35047,63.6,67.3,21.7,stretcher
G5BHL3,P22646,67.7,80.7,1.6,stretcher
G5BYE8,P47801,77.5,86.2,0.6,stretcher
G5AQF3,Q9Z0L2,55.2,58.3,24.3,stretcher
G5B3A0,Q9WV95,99.2,99.2,0,stretcher
G5AVH9,O35943,59.4,62.3,34.8,stretcher
G5B8S7,A1L3C1,60.3,66.4,12.7,stretcher
G5BS35,P02104,82.3,92.5,0,stretcher
G5B6M9,Q8R1H8,53.4,61,9,stretcher
G5B9F1,Q8K190,67.8,74.4,11.1,stretcher
G5BL03,Q8C503,73.9,78.3,2.2,stretcher
G5BL88,Q9CQY1,87.4,89.5,1.4,stretcher
G5AQA4,Q08652,88.1,93.3,0,stretcher
G5AS17,Q3TTI8,41.9,51.9,29.9,stretcher
G5AN95,Q8BGN6,55.1,66.1,16.7,stretcher
G5BEA6,P08228,66,70.5,23,stretcher
G5AVX7,Q78J03,63.7,72.1,8.4,stretcher
G5BVY9,A0A1B0GS00,60.3,65.5,8.7,stretcher
G5BPL6,P37217,60.8,72.4,0,stretcher
G5B8H7,Q8BG21,70.2,77.2,14.6,stretcher
G5BXY1,P01942,86.6,93,0,stretcher
G5B3E5,Q8VD57,81.9,86.9,2.5,stretcher
G5B508,Q9CQ13,68.2,71.1,16.2,stretcher
G5C2X5,P62700,99.2,100,0,stretcher
G5B8L1,Q9R109,54.5,59.3,25.6,stretcher
G5BFY8,Q9D1E4,76,78.8,2.7,stretcher
G5B695,O35284,95.2,97.6,0,stretcher
G5ARY5,Q8CC84,45.7,53.4,16,stretcher
G5BWF8,O88662,72.7,82.6,3.5,stretcher
G5BHL9,Q8VBW8,72.1,77.9,3.7,stretcher
G5B935,Q9DBG9,99.2,99.2,0,stretcher
G5BXY9,Q8VIK1,72.2,72.8,27.2,stretcher
G5CAK2,Q8BP27,42.8,55.1,24,stretcher
G5BAQ6,P56395,86.6,94.8,0,stretcher
G5AUN7,Q8CCG4,43.2,57.5,23.3,stretcher
G5BFW3,Q0P5Y3,61.5,71,15,stretcher
G5BMS8,Q3V1I0,55.4,65.7,21.1,stretcher
G5C244,Q3UJ81,92.8,93.6,6.4,stretcher
G5B8C9,Q9D8W7,75.3,81.2,12.3,stretcher
G5AWS4,Q80VP5,70.4,82.8,1.1,stretcher
G5AXI7,Q810F0,80.4,83.7,1.3,stretcher
G5BDJ5,Q8BGB5,91.4,93,1.6,stretcher
G5C6K4,P20067,76.6,78.4,13.5,stretcher
G5B5E2,Q9D2U5,95.2,97.6,0,stretcher
G5B2S0,Q9Z2E4,74.8,84.9,2.5,stretcher
G5C1M4,Q9DCB8,80,85.6,3.8,stretcher
G5C9L5,Q9D6H2,82.5,90.2,0,stretcher
G5C9S7,Q8K5B2,54,58,35.3,stretcher
G5BSR2,Q3UNA4,69.2,76.3,16,stretcher
G5B541,P39689,77,81.8,3.6,stretcher
G5AT26,Q8R1P4,54.9,58.6,32.1,stretcher
G5ARA4,Q9JHS3,99.2,100,0,stretcher
G5B8Y3,Q8K0S2,43.2,54.4,13.5,stretcher
G5C277,Q9CZG9,83.6,88.4,4.1,stretcher
G5AVB4,Q3V2J1,43.2,50.3,35.1,stretcher
G5AY52,Q3V089,18.9,27.3,48.5,stretcher
G5B0U9,Q5U680,45.3,47.8,46.4,stretcher
G5APG9,Q9CZ00,44.7,46.4,45.7,stretcher
G5BYU5,Q6DIA7,35.8,47,9.8,stretcher
G5C2D0,Q61334,52.7,57.7,35.3,stretcher
G5C9L0,A2A9I7,37.4,44.3,29.8,stretcher
G5CAS0,O35127,96,96,0,stretcher
G5B580,Q9CYR0,77.6,79.6,17.1,stretcher
G5C6P1,Q60687,43.9,47.2,47.6,stretcher
G5CBI0,Q80WR5,42.1,49.6,32,stretcher
G5BT01,Q9D3J5,63.6,71.7,21.7,stretcher
G5C8G8,Q9JKC6,81.6,84.2,3.3,stretcher
G5AME0,P05017,75.2,81.5,2.5,stretcher
G5ALZ9,Q9D1F3,72.8,85.4,0.6,stretcher
G5C2F5,O35972,79.7,86.9,5.2,stretcher
G5BBC2,Q9D240,75,83.5,7.3,stretcher
G5C6K2,Q91W29,65.1,73.3,15.7,stretcher
G5C259,Q80SU4,61.4,79.4,1.1,stretcher
G5AWI6,O54926,68,76.6,0,stretcher
G5BRU8,Q6NXN1,77,80.3,11.2,stretcher
G5B5A5,Q9DCD6,100,100,0,stretcher
G5BNN5,Q9D1I6,82.8,89.7,0,stretcher
G5C426,Q9D9C6,73.5,79.4,10.6,stretcher
G5B335,P60867,100,100,0,stretcher
G5BRY2,P09920,62.4,72.4,3.3,stretcher
G5ARS1,Q9CR88,90.6,95.3,0,stretcher
G5BVK9,Q810M6,57.4,67.4,9.6,stretcher
G5BEU9,Q9CWQ2,78.9,84.9,10.5,stretcher
G5BG16,Q9JHJ8,43.7,56,12.6,stretcher
G5C556,Q8BJ25,57.1,62.9,17.9,stretcher
G5BYS2,Q9CR61,82.5,89.8,0,stretcher
G5CBJ8,D3Z4S3,83.6,88.6,0,stretcher
G5BHC6,Q8BIS8,87.9,95,0,stretcher
G5AKD5,P11031,79.9,81.9,14.8,stretcher
G5AZR8,Q6PCW6,78.9,81.2,16.5,stretcher
G5AP51,Q8K2P1,57,59.3,32.6,stretcher
G5BHY6,P41133,95.8,97.5,0,stretcher
G5BM82,P50637,65.1,70.4,20.1,stretcher
G5B2S7,Q8VCR3,85.8,89.4,0.7,stretcher
G5C552,P20334,50.6,60.1,7,stretcher
G5ATT7,Q9Z2M6,98.3,100,0,stretcher
G5BS18,Q8BGY5,55.9,65,15.9,stretcher
G5BL43,Q8WUR0,82.3,92.9,0,stretcher
G5AL69,P12787,78.8,79.5,19.9,stretcher
G5ALB0,Q8BUE7,31.6,44.2,11.7,stretcher
G5AWI3,Q8BHH9,57.5,62.2,17.6,stretcher
G5BA84,Q78YY6,80,87.3,1.3,stretcher
G5C504,P05125,58.1,61.1,25.1,stretcher
G5BVX0,Q9CQE5,71.3,73.5,18.8,stretcher
G5BEN7,C0HKG6,49.8,54.4,33.6,stretcher
G5BNX6,G3X8R9,34.4,40.7,48.7,stretcher
G5BCK6,P63040,52.9,55.7,39.4,stretcher
G5BRB3,O54957,48.5,57,24.3,stretcher
G5ALB7,Q9CQ66,79.5,84.6,8.3,stretcher
G5AVA7,Q8R2K1,51.9,56.9,36,stretcher
G5ASG3,Q923X4,77,81.2,6.1,stretcher
G5C2L8,E9PX92,58.6,70.9,3.6,stretcher
G5B012,Q9CPV3,79,87.4,1.4,stretcher
G5B6P8,Q9DCG9,92,97.6,0,stretcher
G5BEI1,Q9DAK9,90.4,93.6,0.8,stretcher
G5BLQ5,Q9D424,32.5,38.5,46.9,stretcher
G5BQV5,Q9DAD0,70.8,80.1,1.8,stretcher
G5BUT2,Q9D9B4,52.5,53.8,44.5,stretcher
G5APL2,Q8BZ94,54.5,60.5,12.9,stretcher
G5BAZ2,Q03958,95.3,98.4,1.6,stretcher
G5AQG6,Q8CHQ6,58.7,63.3,16.1,stretcher
G5BK80,Q5NC57,82.2,91.1,0,stretcher
G5BGU9,Q810U5,48.6,51.4,41.5,stretcher
G5BM56,Q9CR41,92.2,93,6.2,stretcher
G5C6W0,Q8K194,74.2,76.1,19.4,stretcher
G5BS34,P04444,76.9,90.5,0,stretcher
G5C173,Q8C3M9,53.7,62.3,22.1,stretcher
G5BDK4,Q5EBG8,48.1,53.1,33.1,stretcher
G5BR04,P59048,89.5,96.2,0,stretcher
G5C0G0,V9GXQ3,75,80.9,13.8,stretcher
G5CB03,Q9D131,63.9,70.5,17.5,stretcher
G5AT12,Q8R2L5,78.1,87.7,3.4,stretcher
G5BR88,Q99PA5,73.5,80.7,1.2,stretcher
G5BAS9,O88188,67.9,82.1,0,stretcher
G5AKF1,Q8K1L5,83.2,88.5,3.8,stretcher
G5BF59,P11404,87.2,93.2,0,stretcher
G5B9W5,Q8VE99,55.8,62.9,22.8,stretcher
G5BDZ9,Q8R3R8,98.3,98.3,1.7,stretcher
G5B4E8,Q9QXX3,61.4,74.7,9,stretcher
G5BZ01,Q8C632,64.6,73.6,11.8,stretcher
G5BNG7,Q9CRZ8,66.7,77.8,5.3,stretcher
G5BE17,P11609,40.2,57.7,1.2,stretcher
G5AXA4,O08740,99.1,99.1,0,stretcher
G5AW67,Q62264,75.8,81.8,10.3,stretcher
G5BF84,O35372,75.7,75.7,24.3,stretcher
G5B914,Q5NBU8,44.5,58.5,12,stretcher
G5B1Z9,Q8BHW4,34.1,45.3,34.3,stretcher
G5ANT6,Q9CX92,55.6,59.5,34.6,stretcher
G5ARG9,Q9CQT6,48.9,62.1,13.6,stretcher
G5B129,Q9CQI4,47.1,57.3,29.4,stretcher
G5BMW2,Q8VCS6,79.6,85.7,3.4,stretcher
G5BKP1,Q9WVS0,59,71.5,6,stretcher
G5AQ89,Q8BSA9,36.6,43.2,45.8,stretcher
G5B5I9,Q8BFY0,83.2,89.8,1.5,stretcher
G5C0K0,Q6P3B2,59.3,59.9,34.5,stretcher
G5AL01,P48299,56.5,60.3,14.5,stretcher
G5B701,P01216,90,93.3,0,stretcher
G5AY10,Q5SQF8,64.3,65.4,30.8,stretcher
G5BSP0,O89013,70.1,73.7,21.6,stretcher
G5AW70,Q8R0P4,91.8,96.7,0,stretcher
G5ARB8,Q9CQK1,74,85.1,1.9,stretcher
G5AQL2,Q9D1R9,99.1,100,0,stretcher
G5BC80,Q7TNI7,52.8,61.9,26.1,stretcher
G5AQM0,Q9EPR2,55.7,58.9,38,stretcher
G5B378,Q91X96,90.2,93.5,0,stretcher
G5BG00,Q9CQN7,83.7,88.9,0,stretcher
G5B7Z2,Q9Z2E5,79.2,82.5,5.2,stretcher
G5BPA5,Q9CQG9,89.6,90.3,0,stretcher
G5C1M5,Q9Z0J0,73.2,86.6,0,stretcher
G5C3F6,Q9Z1Q4,86.5,92.9,0.8,stretcher
G5BIF0,P56383,59.5,62.4,28.8,stretcher
G5BS09,Q8BR21,60.8,66.7,29.6,stretcher
G5BTC0,Q923G2,80,82.7,8,stretcher
G5C6L9,Q8BJX2,34.7,49.9,32.1,stretcher
G5BT61,Q9D7S7,89.3,92.4,6.9,stretcher
G5AVW4,P83877,81,82.4,14.1,stretcher
G5B8V7,Q5SPV6,50.2,62.8,6.1,stretcher
G5BA86,Q8VDI1,34.7,39.2,50.7,stretcher
G5C3D2,Q80ZC9,73.5,83.1,1.5,stretcher
G5B5L7,B2KGE5,73.5,76.1,17.4,stretcher
G5B3W4,P51880,86.4,90.9,0,stretcher
G5ASX7,Q61839,89.7,91.3,0,stretcher
G5B2W6,Q569N2,75.5,82.4,0.6,stretcher
G5C3M5,E9Q2E9,63.9,69.9,19.7,stretcher
G5BVC3,P62878,96.3,96.3,2.8,stretcher
G5BIM0,Q9WUP1,57.2,64.4,24.2,stretcher
G5BK61,B1AR13,78.8,86.9,0,stretcher
G5B9S1,P97436,52,61,8.1,stretcher
G5BE19,Q14BU0,80.4,90.6,0,stretcher
G5BTR9,P62315,96.6,96.6,3.4,stretcher
G5BCZ0,Q812B2,83.1,89.2,0,stretcher
G5BPD2,Q66GT5,58,61.1,34.2,stretcher
G5AZA9,Q9DAC7,74.2,79.2,8.8,stretcher
G5C357,Q3UIU2,79.7,89.1,0,stretcher
G5BAW2,Q9D0P8,65.1,71,16.7,stretcher
G5BYY0,Q6ZWX0,100,100,0,stretcher
G5BXE5,Q8C353,62.4,75.1,3.2,stretcher
G5BZ94,Q99MZ7,38.3,45.5,44.9,stretcher
G5C813,Q9D289,75.3,77.2,19.6,stretcher
G5C812,Q9JHG1,63.2,69.5,24.1,stretcher
G5B4E2,P62717,64.2,69.9,14.8,stretcher
G5BAK8,P24526,83.3,93.9,0,stretcher
G5C5T0,A0A2R8VHF7,45.1,54.5,38.7,stretcher
G5C307,P07309,77.6,85.7,0,stretcher
G5BE42,Q8BXT1,66.7,69.4,14.4,stretcher
G5BH23,Q9D8S9,81.3,87.1,1.4,stretcher
G5C0D7,Q9DAQ9,66.7,78.6,8.3,stretcher
G5AQ53,Q9D023,85,89.8,8.7,stretcher
G5BTD2,P60041,95.7,97.4,0,stretcher
G5BK45,Q9D0E5,68.5,77.8,15.4,stretcher
G5C3D9,Q9WTT4,94.9,98.3,0.8,stretcher
G5BEY0,O55179,66.7,80.5,1.1,stretcher
G5ATB7,P12025,78.3,82.5,6.3,stretcher
G5B4C8,Q8K1T1,45.3,57.9,8.4,stretcher
G5BU09,Q924X1,72.1,82.5,1.3,stretcher
G5C4N0,Q9CR84,87,89.1,1.4,stretcher
G5BYL6,Q9QY93,64.7,68.8,26.5,stretcher
G5C6J9,Q9CQV7,87.7,88.5,10.8,stretcher
G5CAP5,Q9CPY1,79.7,91.4,0,stretcher
G5BGB6,Q9JJY9,67.6,81.6,0.6,stretcher
G5BVI1,B0QZF7,47.1,58.3,15,stretcher
G5B6J3,Q9CQ18,68.1,82.5,1.2,stretcher
G5B6B6,Q9D113,68.1,74.2,4.9,stretcher
G5BUG5,Q9CZH3,95.1,98.4,0,stretcher
G5BYI9,Q9D7S9,56.5,60,33.9,stretcher
G5C4W1,Q9WVF6,67.5,76.8,4.6,stretcher
G5AND6,Q3V1H9,67.6,70.5,23.1,stretcher
G5B5I8,Q8BP07,62.9,71.9,18,stretcher
G5AUH8,Q9CQU0,62.9,65.3,32.4,stretcher
G5B1G9,Q9CX66,39.3,47.9,42.2,stretcher
G5BP18,Q925S4,60.3,73.4,9.5,stretcher
G5BWB0,Q9D8C6,96.6,98.3,0,stretcher
G5C8J9,Q91ZF0,70.5,83.9,0.7,stretcher
G5BKZ3,Q8VE01,59,66,25,stretcher
G5AR81,P22935,58.2,62.8,29.6,stretcher
G5BDI2,B1ARI9,61,69.5,3.2,stretcher
G5BAK6,P04117,83.3,93.9,0,stretcher
G5C3F7,D7PDD4,50,56,6.7,stretcher
G5C5H0,E9PVB3,23.4,35.5,40,stretcher
G5AVP8,Q9QXU7,82.9,89.1,0.8,stretcher
G5BN14,Q9D211,93.1,96.6,2.6,stretcher
G5B4Y5,P48030,39.6,41.8,55.7,stretcher
G5AV82,Q9D6U8,67.8,80.1,9.4,stretcher
G5AXS8,Q9D1U5,70.9,84.2,1.3,stretcher
G5B557,Q9CR13,93.8,97.3,0,stretcher
G5C989,Q8BFX1,47.1,49.6,47.5,stretcher
G5BV96,Q9CQB7,90.2,93.4,0,stretcher
G5C0A7,P70339,40.1,43.4,51.5,stretcher
G5C6T4,P47955,96.5,98.2,0,stretcher
G5BYH0,Q307W7,89.5,93.5,0.8,stretcher
G5BK66,Q9DAQ5,72.9,81.9,1.3,stretcher
G5BPR5,Q9CQZ5,82.4,87.5,5.9,stretcher
G5C2U5,Q8K4C5,57.5,62.8,25.1,stretcher
G5AQ48,P24161,50.2,54.6,34.1,stretcher
G5BJQ9,D3YWC7,37,46,26.3,stretcher
G5BCM4,P51807,93.8,100,0,stretcher
G5BLD5,P41539,49.8,53,40.1,stretcher
G5BXC7,P61804,99.1,100,0,stretcher
G5C6G2,Q8QZX5,87.8,95.1,0.8,stretcher
G5BY76,Q9D112,54.8,68.8,9.1,stretcher
G5CAD8,Q9D1R1,50.9,61.7,12.2,stretcher
G5AK88,Q9D2T6,93.5,97.2,0,stretcher
G5B1J3,Q9CR75,81.4,86,3.9,stretcher
G5BQR1,Q810Z1,46.1,57.5,28.3,stretcher
G5BHL5,P11942,60.4,72,8.8,stretcher
G5ALC6,Q9CQA8,68.1,71.2,20.9,stretcher
G5C663,P56473,82.4,87.8,1.5,stretcher
G5BN75,Q9D0R8,60.5,65.6,23.1,stretcher
G5BUT9,Q9DBX1,50.2,55.6,39.1,stretcher
G5AXP3,A2AE20,62.5,75.6,11.9,stretcher
G5AK41,Q9CQX2,72.6,82.2,6.8,stretcher
G5BZH3,O54819,40.3,52.2,25.3,stretcher
G5AN45,Q9ERS2,60.4,70.9,20.9,stretcher
G5AV52,Q9CZP0,46.2,49.3,39.8,stretcher
G5AWG1,Q9D1N2,47,56,32.3,stretcher
G5B188,Q9D882,90,92.5,0,stretcher
G5C8G4,P99027,95.7,98.3,0,stretcher
G5BSP5,Q9D5I4,62.8,76.1,4.4,stretcher
G5C456,Q9DAM7,95.7,98.3,0.9,stretcher
G5BMI8,Q8C996,55.2,55.9,41,stretcher
E3VX64,P34884,88.7,98.3,0,stretcher
G5AUX4,P62317,91.5,91.5,8.5,stretcher
G5AML1,Q9DD06,65.7,75.9,3.6,stretcher
G5AYU0,Q9DCM4,99,100,0,stretcher
G5B934,Q9CQW0,99.1,100,0,stretcher
G5C0J2,Q9CQV1,89.6,93.6,2.4,stretcher
G5C2V6,Q9CR80,97.3,99.1,0.9,stretcher
G5B8P0,P49772,49.8,59.2,25.8,stretcher
G5B5R3,Q5GAM8,68.3,83.4,0,stretcher
G5BHA4,P41160,69,83.9,1.2,stretcher
G5BQN0,P84089,99,99,0,stretcher
G5C4W0,P97391,64.7,71.2,12.2,stretcher
G5BH95,Q9D1K2,72.5,73.8,25.6,stretcher
G5BJF8,Q9D600,57.3,63.2,35.1,stretcher
G5BQ48,Q9JJG6,58.6,58.6,41.4,stretcher
G5C6V1,Q9CR98,75.4,81.9,14.5,stretcher
G5B0Q7,Q9R1Q7,71.9,81,1.3,stretcher
G5BXB3,Q6PCY5,24.8,33.9,44.4,stretcher
G5BPT3,Q91VR7,88.4,88.4,10.7,stretcher
G5C241,Q8BHX0,31.6,44.6,37.3,stretcher
G5C3W7,Q99K99,39.6,47.5,30.2,stretcher
G5B7H8,Q9CQP2,72.1,73.5,25.9,stretcher
G5B5Y4,P60521,90.6,90.6,9.4,stretcher
G5ASB9,Q9JM51,71.9,79.7,2,stretcher
G5C3E1,P09225,61.5,71.6,5.8,stretcher
G5BNL8,Q80VJ3,61.3,71.8,9.4,stretcher
G5B908,Q9CQM5,81.3,92.7,0,stretcher
G5BR16,Q8VCG1,52.5,54.5,42.5,stretcher
G5BLI8,Q9JL95,42.2,53.8,19.9,stretcher
G5C2I3,Q9CPV2,97.3,98.2,0,stretcher
G5C9W8,Q61865,82.4,86.3,0.8,stretcher
G5B630,P62320,80.9,81.6,7.4,stretcher
G5BSZ1,A0A1B0GT24,71.2,83,0.7,stretcher
