proteinID_y	domain_id	dom_start_y	dom_end_y	dom_agg_score_y	dom_length_y	proteinID_x	dom_start_x	dom_end_x	dom_agg_score_x	dom_length_x
Q6ZQ08	PF16417	814	886	0.031876712328767126	72	G5AW59	727	798	0.0	71
Q6ZQ08	PF16418	499	655	4.033585987261146	156	G5AW59	411	567	4.036280254777069	156
Q8BGD7	PF08447	229	297	17.678840579710144	68	G5BWY0	230	298	19.593463768115942	68
Q3UFY4	PF06098	171	451	0.7785231316725981	280	G5BCM0	34	314	0.20169750889679708	280
P42669	PF04845	56	276	0.4012941176470587	220	G5BCQ6	81	301	0.4003438914027148	220
Q80V72	PF03770	224	438	4.941716279069769	214	G5AVL3	225	439	4.924041860465117	214
Q3TMW1	PF01576	316	507	0.00919270833333333	191	G5AUE9	224	448	0.007866666666666666	224
Q3TUU5	PF01738	77	199	2.387471544715446	122	G5B9M6	73	195	2.3823495934959347	122
Q5RL51	PF13679	424	544	10.192818181818176	120	G5AT23	413	533	10.933983471074386	120
Q5RL51	PF14497	282	330	12.568244897959184	48	G5AT23	271	319	14.22775510204082	48
Q6PAJ1	PF00168	911	1005	6.3824842105263135	94	G5B625	801	895	6.916631578947369	94
Q6PAJ1	PF00620	1066	1216	6.030523178807947	150	G5B625	956	1106	6.0273509933774845	150
Q6PAJ1	PF00621	501	687	1.0171871657754017	186	G5B625	391	577	0.8810213903743315	186
Q6PAJ1	PF19057	703	789	5.271701149425288	86	G5B625	593	679	5.299919540229885	86
Q8K402	PF00907	90	267	2.931241573033709	177	G5BZ16	99	275	2.3848983050847448	176
A2ALS5	PF02145	210	389	6.40660555555556	179	G5BI09	340	519	6.40332222222222	179
Q8CHK4	PF01853	287	470	5.950293478260871	183	G5B6J4	324	507	7.878516304347827	183
Q8CHK4	PF11717	7	64	8.10813793103448	57	G5B6J4	41	98	7.971344827586209	57
Q8CHK4	PF17772	228	282	1.7896727272727273	54	G5B6J4	265	319	1.785563636363637	54
Q8K363	PF00270	192	363	4.772750000000002	171	G5AKE5	201	372	3.7728372093023257	171
Q8K363	PF00271	405	508	8.964701923076921	103	G5AKE5	414	517	7.367038461538455	103
Q8K363	PF13959	550	608	0.9393220338983052	58	G5AKE5	559	617	0.9360169491525424	58
P97329	PF00225	68	504	5.423338672768882	436	G5BA39	70	506	4.362565217391306	436
Q99KR3	PF00753	27	198	0.2968255813953487	171	G5BGR7	28	199	0.38816860465116265	171
Q99KR3	PF17778	236	283	0.7175625	47	G5BGR7	237	284	0.08708333333333335	47
O35658	PF02330	82	274	2.088124352331607	192	G5BW80	86	279	1.0222680412371148	193
Q8VEA6	PF00093	32	94	0.3695079365079365	62	G5AS87	33	95	0.9879047619047621	62
Q8VEA6	PF00093	110	173	0.0275625	63	G5AS87	111	174	0.1308125	63
Q8VEA6	PF00093	247	309	0.4875238095238096	62	G5AS87	253	315	0.0	62
P70218	PF00069	16	272	5.692357976653698	256	G5AMB2	17	291	4.571407272727273	274
P70218	PF00780	511	800	7.003355172413793	289	G5AMB2	523	832	8.479490322580638	309
A2APB8	PF06886	541	588	0.0	47	G5BQZ9	459	506	0.0	47
A2APB8	PF06886	658	738	0.0	80	G5BQZ9	576	656	0.0	80
A2APB8	PF12214	365	488	0.0028064516129032253	123	G5BQZ9	282	405	0.0	123
Q9D0P5	PF00628	340	394	0.10089090909090907	54	G5B2Q0	342	396	0.15930909090909093	54
P97368	PF05920	282	289	0.1545	7	G5AV12	281	287	0.13242857142857142	6
P97368	PF16493	98	181	2.133059523809524	83	G5AV12	97	180	2.049142857142857	83
Q8BGB8	PF05019	38	258	5.056678733031674	220	G5ASF0	41	261	7.365972850678734	220
Q8K088	PF00096	325	346	2.3725909090909094	21	G5B6X5	327	348	1.5998636363636365	21
Q8K088	PF00096	352	374	0.028260869565217388	22	G5B6X5	354	376	0.02847826086956522	22
Q8K088	PF00651	22	124	3.594475728155337	102	G5B6X5	23	125	3.4369805825242725	102
Q8K088	PF12874	380	401	0.0	21	G5B6X5	382	403	0.0	21
Q61285	PF00005	496	637	0.02028169014084507	141	G5BHF8	495	636	0.03929577464788732	141
Q61285	PF06472	90	364	13.888549090909095	274	G5BHF8	90	364	13.791323636363632	274
Q9D6I3	PF00235	13	127	9.892486956521742	114	G5C385	14	82	16.68013043478261	68
P97429	PF00191	18	82	11.14252307692308	64	G5C6W2	18	82	1.2207384615384616	64
P97429	PF00191	89	154	1.587439393939394	65	G5C6W2	89	154	1.5876818181818182	65
P97429	PF00191	172	238	6.983089552238806	66	G5C6W2	172	238	11.028104477611942	66
P97429	PF00191	248	313	6.7186969696969685	65	G5C6W2	248	313	7.134939393939395	65
Q8C0L9	PF00686	16	69	3.5831296296296298	53	G5C214	1	53	5.067188679245284	52
Q8C0L9	PF03009	325	613	7.4944982698961935	288	G5C214	306	593	5.318163194444446	287
P08249	PF00056	78	167	9.543233333333333	89	G5BG62	78	193	12.212293103448275	115
P08249	PF02866	169	333	4.763775757575758	164	G5BG62	195	359	4.498606060606062	164
Q9CTY5	PF13833	443	494	16.143423076923074	51	G5B8E9	346	397	16.135596153846155	51
Q63870	PF00014	2878	2930	0.04330188679245283	52	G5AVL8	2769	2822	0.03037037037037038	53
Q63870	PF00041	234	317	8.331821428571429	83	G5AVL8	145	228	8.427476190476188	83
Q63870	PF00041	333	405	3.1617534246575336	72	G5AVL8	244	316	6.015972602739727	72
Q63870	PF00041	427	487	9.030262295081966	60	G5AVL8	338	398	11.88365573770492	60
Q63870	PF00041	688	759	0.5583055555555557	71	G5AVL8	599	670	1.2068472222222222	71
Q63870	PF00041	779	853	2.8806666666666665	74	G5AVL8	690	764	4.60112	74
Q63870	PF00041	872	945	7.760824324324325	73	G5AVL8	783	856	5.0571486486486465	73
Q63870	PF00041	960	1032	5.453054794520549	72	G5AVL8	871	943	6.286178082191781	72
Q63870	PF00092	89	205	8.903598290598293	116	G5AVL8	1	117	4.346641025641024	116
Q63870	PF00092	1054	1218	8.447963636363639	164	G5AVL8	965	1129	12.56730909090909	164
Q63870	PF01391	1254	1309	0.0	55	G5AVL8	2012	2066	0.0	54
Q63870	PF01391	1295	1351	0.0	56	G5AVL8	2478	2534	0.0	56
Q63870	PF01391	1452	1496	0.0	44	G5AVL8	1797	1839	0.0	42
Q63870	PF01391	1486	1533	0.0	47	G5AVL8	2373	2419	0.0	46
Q63870	PF01391	1645	1696	0.0	51	G5AVL8	1557	1607	0.0	50
Q63870	PF01391	1715	1771	0.0	56	G5AVL8	1630	1686	0.0	56
Q63870	PF01391	1874	1930	0.0	56	G5AVL8	1789	1845	0.0	56
Q63870	PF01391	1974	2014	0.0	40	G5AVL8	1889	1928	0.0	39
Q63870	PF01391	2024	2082	0.0	58	G5AVL8	1747	1807	0.0	60
Q63870	PF01391	2098	2156	0.0	58	G5AVL8	2006	2064	0.0	58
Q63870	PF01391	2149	2203	0.0	54	G5AVL8	2057	2110	0.0	53
Q63870	PF01391	2244	2304	0.03459016393442624	60	G5AVL8	2152	2212	0.032786885245901634	60
Q63870	PF01391	2314	2362	0.0	48	G5AVL8	2222	2270	0.0	48
Q63870	PF01391	2364	2421	0.0	57	G5AVL8	2272	2329	0.0	57
Q63870	PF01391	2397	2455	0.0	58	G5AVL8	2305	2363	0.0	58
Q63870	PF01391	2456	2511	0.0	55	G5AVL8	2364	2419	0.0	55
Q63870	PF01391	2517	2566	0.0	49	G5AVL8	2425	2473	0.0	48
Q63870	PF01391	2571	2622	0.0	51	G5AVL8	2473	2524	0.0	51
Q63870	PF01391	2613	2665	0.0	52	G5AVL8	2515	2567	0.0	52
Q63870	PF01391	2658	2709	0.0	51	G5AVL8	2560	2610	0.0	50
Q9D4V4	PF15333	30	242	0.056647887323943664	212	G5C3Y0	33	240	0.472576923076923	207
Q8BG48	PF00069	36	292	6.099937743190663	256	G5APK5	37	293	6.090420233463036	256
Q61033	PF11560	458	691	0.1647435897435898	233	G5B2K7	366	597	0.1207758620689656	231
Q61033	PF03020	109	148	0.0	39	G5B2K7	19	58	0.0	39
Q8BHS8	PF15290	216	509	0.11005102040816324	293	G5AVI9	210	495	0.09077272727272724	285
Q64338	PF00233	226	450	4.932768888888883	224	G5B2R9	197	421	4.926551111111113	224
Q64338	PF08499	81	141	3.446311475409836	60	G5B2R9	52	112	3.4427704918032784	60
Q8R367	PF00071	19	167	6.6831677852349	148	G5BV44	1	149	6.6137651006711415	148
Q9JK91	PF01119	215	333	7.218689075630254	118	G5BR58	216	334	7.236579831932771	118
Q9JK91	PF13589	28	130	2.935203883495142	102	G5BR58	29	131	3.2019126213592273	102
Q9JK91	PF16413	505	759	4.013792156862747	254	G5BR58	504	758	4.057562992125985	254
Q9JKK8	PF00454	2314	2554	3.063987551867218	240	G5AZ55	2323	2563	3.0300207468879683	240
Q9JKK8	PF02259	1766	2084	1.3419153605015663	318	G5AZ55	1775	2093	1.98903448275862	318
Q9JKK8	PF02260	2603	2634	0.6732812500000002	31	G5AZ55	2612	2643	0.6957096774193549	31
Q9JKK8	PF08064	1121	1221	11.055198019801981	100	G5AZ55	1124	1224	11.110019801980199	100
Q9JM05	PF02891	314	363	4.953379999999999	49	G5BZB7	461	510	4.93044	49
Q9JM05	PF14324	123	269	4.814020408163267	146	G5BZB7	226	416	2.1693717277486915	190
O08796	PF02816	137	316	2.8743444444444446	179	G5BV84	58	237	2.874566666666667	179
O08796	PF08238	526	560	0.0	34	G5BV84	447	481	0.0	34
O08796	PF08238	588	607	0.14614999999999995	19	G5BV84	509	528	0.145	19
O08796	PF08238	610	629	4.521300000000002	19	G5BV84	531	549	5.630789473684208	18
O08796	PF08238	671	694	0.0	23	G5BV84	867	889	0.25956521739130434	22
P08730	PF00038	94	405	0.09098717948717944	311	G5B0N0	83	394	0.6476826923076927	311
O35367	PF01462	42	70	0.0	28	G5BSJ4	42	70	6.896551724137931e-05	28
O35367	PF13516	281	297	0.017882352941176467	16	G5BSJ4	281	297	0.2257647058823529	16
O35367	PF13855	75	133	16.572762711864403	58	G5BSJ4	75	133	14.885779661016945	58
O35367	PF13855	142	204	0.0	62	G5BSJ4	142	204	0.0	62
Q8K015	PF09496	142	198	3.0757017543859653	56	G5CBJ7	145	201	8.60598245614035	56
Q9D3V5	PF15554	35	352	0.7990000000000004	317	G5BM63	78	388	1.16435691318328	310
Q9Z2C5	PF02893	36	142	0.4783551401869157	106	G5C9N9	17	123	0.2601028037383177	106
Q9Z2C5	PF06602	150	485	5.470985119047621	335	G5C9N9	131	463	4.491696696696698	332
Q8BZH4	PF03184	1155	1280	7.417611111111107	125	G5B8L9	1160	1285	6.186801587301588	125
Q8BZH4	PF03221	1021	1077	1.1288070175438596	56	G5B8L9	1026	1082	0.2349473684210527	56
Q9D0P8	PF00071	11	171	2.8598695652173918	160	G5BAW2	1	140	3.102707142857144	139
O08989	PF00071	63	175	7.072619469026548	112	G5BPK9	181	293	7.071823008849555	112
Q6NVE8	PF00400	510	539	0.3873	29	G5ARW7	508	537	0.3991	29
Q6NVE8	PF00400	600	634	1.3381142857142858	34	G5ARW7	598	632	1.3417428571428571	34
Q6NVE8	PF00400	640	677	13.706421052631582	37	G5ARW7	638	675	13.716263157894748	37
Q6NVE8	PF00400	791	815	30.91368	24	G5ARW7	789	813	31.708360000000006	24
Q60590	PF00061	42	146	9.606180952380953	104	G5B1Y7	24	127	14.379553398058254	103
Q9Z2D6	PF01429	95	158	5.301296875	63	G5C2R7	117	180	5.299703125	63
P70402	PF00041	77	161	0.12237647058823525	84	G5B368	88	172	5.9747999999999974	84
P70402	PF00041	274	349	6.501105263157897	75	G5B368	285	360	6.354710526315787	75
P70402	PF07679	191	265	4.4343866666666685	74	G5B368	202	276	4.892279999999999	74
P70402	PF07679	387	476	0.3352333333333333	89	G5B368	398	487	0.3501777777777778	89
Q8C0T5	PF02145	627	809	7.744065573770491	182	G5BQL1	243	425	7.747021857923497	182
Q8C0T5	PF11881	1482	1726	0.12490204081632655	244	G5BQL1	1157	1401	0.1271061224489796	244
Q3UNA4	PF02136	17	135	7.371100840336134	118	G5BSR2	45	163	5.774210084033611	118
O89032	PF00018	174	216	4.544767441860465	42	G5CAJ8	147	189	3.8961395348837207	42
O89032	PF00018	275	316	2.326952380952381	41	G5CAJ8	248	289	2.337523809523809	41
O89032	PF00018	461	497	6.472702702702702	36	G5CAJ8	431	467	6.457216216216216	36
O89032	PF00018	842	883	2.8168571428571427	41	G5CAJ8	815	856	3.910761904761904	41
O89032	PF00787	30	122	2.2807956989247318	92	G5CAJ8	7	99	1.0892258064516132	92
Q9CX56	PF10075	190	328	13.062359712230213	138	G5AMB7	123	261	12.527812949640296	138
Q8CGA4	PF15167	38	130	5.1792365591397855	92	G5BRM4	1	90	1.1916741573033711	89
P63002	PF03920	3	127	2.461423999999999	124	G5AKR1	25	148	2.541540322580645	123
Q8K3I9	PF15388	157	465	0.03655339805825244	308	G5BRZ0	14	323	0.03705806451612903	309
Q3UDE2	PF03133	343	626	6.417450704225352	283	G5BM83	483	766	9.200373239436626	283
Q9Z0E3	PF00628	300	342	0.0166046511627907	42	G5BG14	246	288	0.0166046511627907	42
Q9Z0E3	PF01342	204	246	0.5083720930232558	42	G5BG14	150	191	0.23119047619047625	41
Q9Z0E3	PF03172	58	102	24.93924444444444	44	G5BG14	4	48	10.220444444444443	44
Q9ERL7	PF00241	13	136	5.177935483870969	123	G5BJE3	18	141	5.70079838709677	123
Q8VDI7	PF00627	195	227	0.0	32	G5B6C1	150	182	0.0	32
Q8VDI7	PF00627	293	328	4.924833333333332	35	G5B6C1	244	279	4.889694444444444	35
Q1WG82	PF00320	196	230	0.0	34	G5B229	193	227	0.0	34
Q64702	PF00069	12	264	8.804790513833993	252	G5AKY5	275	527	9.797857707509882	252
Q64702	PF18190	553	657	5.1737714285714285	104	G5AKY5	844	948	4.451723809523811	104
Q64702	PF18409	659	736	0.34585897435897434	77	G5AKY5	950	1026	1.491064935064935	76
Q9D411	PF00069	24	292	7.767832713754648	268	G5B283	18	286	9.31109293680298	268
Q8BL86	PF00753	29	230	0.5278564356435644	201	G5BBF7	30	224	0.4948666666666669	194
Q3UR85	PF05224	393	538	8.925746575342457	145	G5AYF7	524	667	9.041083333333328	143
Q3UR85	PF13884	586	646	0.0	60	G5AYF7	715	775	1.266655737704918	60
Q3UR85	PF13887	666	701	4.580416666666666	35	G5AYF7	795	830	3.1855	35
Q3UR85	PF13888	1002	1136	6.6621703703703705	134	G5AYF7	1116	1237	1.5111311475409834	121
Q80YD1	PF00271	356	473	7.599211864406778	117	G5B182	359	476	6.219601694915253	117
Q80YD1	PF12513	624	670	18.764574468085105	46	G5B182	628	673	14.138586956521735	45
Q80YD1	PF18114	61	178	0.22246610169491526	117	G5B182	64	181	0.20856779661016944	117
Q80YD1	PF18147	557	597	0.9699024390243904	40	G5B182	561	601	0.9669024390243902	40
Q5SU73	PF15862	6	189	5.772782608695655	183	G5C5I9	7	191	6.611464864864867	184
Q61687	PF00176	1554	1872	5.792037617554857	318	G5C0I5	1556	1874	5.796739811912223	318
Q61687	PF00271	2004	2137	7.699514925373127	133	G5C0I5	2009	2142	7.02713432835821	133
Q61687	PF17981	156	211	0.03714285714285714	55	G5C0I5	151	206	0.8126607142857142	55
Q9Z1Y4	PF00412	282	337	9.880678571428572	55	G5AV50	277	332	10.45610714285714	55
Q9Z1Y4	PF00412	342	398	2.5374035087719298	56	G5AV50	337	393	2.5164912280701754	56
Q9Z1Y4	PF00412	402	464	0.067	62	G5AV50	397	459	0.06690476190476187	62
P12672	PF10579	0	79	5.2835125000000005	79	G5BPD0	1	80	5.4833750000000006	79
P12672	PF13639	362	402	0.0	40	G5BPD0	363	403	0.0	40
P12672	PF17874	139	317	2.125441340782123	178	G5BPD0	140	318	2.6150726256983243	178
Q64336	PF00907	205	392	3.294574468085105	187	G5BT33	206	407	4.065653465346536	201
Q64336	PF16176	417	483	0.11823880597014927	66	G5BT33	432	497	0.11909090909090912	65
P97401	PF01392	49	140	7.666152173913043	91	G5BLU2	1	92	8.372228260869566	91
P97401	PF01759	191	288	1.110255102040816	97	G5BLU2	143	240	0.9968673469387758	97
Q9CZD5	PF00707	154	234	0.39223456790123457	80	G5ATV2	158	238	1.6570617283950615	80
Q9CZD5	PF05198	76	142	0.0980597014925373	66	G5ATV2	80	146	0.04029850746268657	66
P43135	PF00104	199	385	11.007374331550801	186	G5AT97	57	243	11.213486631016039	186
Q8BQS4	PF10358	14	117	0.3379423076923077	103	G5BQU5	1	104	0.33110576923076923	103
Q3TTA7	PF02262	41	166	1.0886349206349204	125	G5BA59	42	167	1.0869444444444447	125
Q3TTA7	PF02761	170	253	1.7615714285714286	83	G5BA59	171	254	2.0962380952380952	83
Q3TTA7	PF02762	255	340	5.484558139534885	85	G5BA59	256	341	5.206348837209303	85
Q3TTA7	PF14447	372	419	0.08479166666666665	47	G5BA59	373	420	0.08479166666666665	47
Q9Z1D9	PF00096	326	348	0.0	22	G5AX95	324	346	0.0	22
Q9Z1D9	PF00096	354	376	0.0382608695652174	22	G5AX95	352	374	0.035869565217391305	22
Q9Z1D9	PF00096	382	404	0.0	22	G5AX95	380	402	0.0	22
Q9Z1D9	PF00096	437	459	0.0	22	G5AX95	324	346	0.0	22
Q9Z1D9	PF00096	465	487	1.2959130434782609	22	G5AX95	462	484	0.026086956521739132	22
Q9Z1D9	PF00096	493	515	0.0	22	G5AX95	490	512	0.0	22
Q9Z1D9	PF01352	140	161	0.0	21	G5AX95	129	150	0.10068181818181818	21
Q9Z1D9	PF02023	39	116	0.13594871794871788	77	G5AX95	39	115	0.11409090909090908	76
Q03347	PF00853	51	142	3.8382282608695655	91	G5AM15	28	118	3.910406593406593	90
Q03347	PF08504	360	450	0.06658241758241758	90	G5AM15	407	498	0.059384615384615376	91
Q8QZY9	PF00076	14	84	0.4372535211267606	70	G5BH25	15	85	0.3252816901408451	70
Q8QZY9	PF00076	101	171	11.879323943661973	70	G5BH25	102	172	11.976563380281695	70
P28667	PF02063	22	42	0.0	20	G5B5L6	79	99	0.0	20
P28667	PF02063	55	197	0.0	142	G5B5L6	112	254	0.0	142
Q5U5V2	PF01636	36	289	5.625665354330711	253	G5AUK4	37	290	6.431842519685037	253
Q99PI4	PF04571	0	106	0.7402429906542057	106	G5BCX5	17	123	1.382121495327103	106
Q99PI4	PF08235	588	813	3.610884955752216	225	G5BCX5	765	990	3.5067035398230098	225
Q99PI4	PF16876	434	527	0.3933297872340424	93	G5BCX5	611	704	2.8968085106382966	93
Q07409	PF13927	60	103	2.299522727272727	43	G5ALQ7	54	97	2.6346818181818183	43
Q07409	PF13927	226	300	0.0	74	G5ALQ7	220	294	0.028906666666666664	74
Q07409	PF13927	501	578	8.753051282051281	77	G5ALQ7	495	572	8.546756410256416	77
Q07409	PF00041	599	686	2.4991136363636364	87	G5ALQ7	593	680	0.315659090909091	87
Q07409	PF00041	804	890	1.3107011494252874	86	G5ALQ7	798	884	0.7167586206896551	86
Q07409	PF00041	905	985	0.7397530864197535	80	G5ALQ7	899	979	0.756925925925926	80
Q07409	PF07679	320	402	1.1421807228915657	82	G5ALQ7	314	396	1.1439879518072291	82
Q07409	PF07679	408	495	4.887034090909089	87	G5ALQ7	402	489	5.013988636363637	87
Q8VEA8	PF00071	9	169	3.7361118012422376	160	G5BX52	10	170	3.6111055900621096	160
Q9D6Z1	PF01798	173	404	0.3800172413793101	231	G5B4R9	174	405	0.3940431034482757	231
Q9D6Z1	PF08156	4	69	12.567121212121213	65	G5B4R9	5	70	11.270727272727274	65
Q6NZP1	PF00176	54	277	6.8205089285714315	223	G5AMN3	55	278	5.927000000000002	223
Q6NZP1	PF00271	330	434	5.173561904761903	104	G5AMN3	331	435	5.198390476190472	104
Q6NZP1	PF01844	1000	1039	0.08287499999999999	39	G5AMN3	1009	1048	0.08262499999999999	39
P24527	PF01433	239	439	6.614567164179107	200	G5C0S8	240	440	5.194054726368157	200
P24527	PF09127	495	607	2.282123893805309	112	G5C0S8	496	608	1.2008761061946904	112
P24527	PF17900	19	201	4.798907103825137	182	G5C0S8	20	202	5.378901639344262	182
Q5NCY3	PF00173	20	75	17.07475	55	G5B5E3	21	76	10.2375	55
Q8CDG1	PF02170	388	520	4.111428571428573	132	G5B9Q3	389	521	4.900729323308269	132
Q8CDG1	PF02171	666	954	7.783737024221457	288	G5B9Q3	667	955	7.9043425605536335	288
Q8CDG1	PF08699	336	382	4.2357872340425535	46	G5B9Q3	337	383	9.724489361702128	46
Q9QUS6	PF00041	409	490	8.246780487804878	81	G5C010	409	522	4.777614035087719	113
Q9QUS6	PF00622	560	672	7.375876106194687	112	G5C010	592	704	7.389070796460191	112
Q9QUS6	PF00643	192	230	2.458153846153846	38	G5C010	192	230	2.455307692307692	38
Q9QUS6	PF13445	29	76	0.03114583333333333	47	G5C010	29	76	0.0	47
Q9QUS6	PF18568	342	393	0.19042307692307692	51	G5C010	342	393	0.19063461538461532	51
Q80Y56	PF01363	151	257	0.007429906542056075	106	G5ANT3	153	259	4.661850467289719	106
Q80Y56	PF11464	456	497	2.259809523809524	41	G5ANT3	550	591	0.0	41
Q80Y56	PF11464	737	775	0.3079230769230769	38	G5ANT3	814	852	0.0548974358974359	38
Q80Y56	PF16601	547	735	0.0	188	G5ANT3	639	812	0.9806954022988508	173
Q8C190	PF02204	529	641	7.8889026548672545	112	G5APH7	532	644	7.935575221238936	112
Q80YE7	PF00069	95	274	6.26687777777778	179	G5ARM1	216	386	0.8767777777777771	170
Q80YE7	PF00531	1309	1394	6.7848953488372095	85	G5ARM1	1477	1562	6.884244186046513	85
Q80YE7	PF12796	439	507	0.9788985507246376	68	G5ARM1	551	619	0.9772608695652176	68
Q80YE7	PF12796	547	636	7.085444444444443	89	G5ARM1	669	758	4.577955555555556	89
Q80YE7	PF13637	389	430	1.6762619047619038	41	G5ARM1	501	542	2.7948809523809537	41
Q8BKT3	PF07842	456	669	2.0280887850467293	213	G5AKE0	463	677	4.196153488372094	214
O55087	PF00319	9	56	12.096916666666667	47	G5C5C1	10	57	12.1150625	47
Q00612	PF00479	34	209	7.886494318181814	175	G5BFL5	35	209	7.989839999999997	174
Q00612	PF02781	211	502	6.835520547945207	291	G5BFL5	211	502	6.946150684931508	291
Q6P7W2	PF02214	20	105	1.2694534883720934	85	G5C9X4	2	87	1.2674418604651163	85
Q7TPV2	PF13639	1143	1183	0.0	40	G5APD4	1148	1188	0.0	40
Q7TPV2	PF18738	421	558	5.1091159420289864	137	G5APD4	421	558	5.111557971014493	137
Q7TPV2	PF19179	228	335	2.451268518518518	107	G5APD4	228	335	3.3867962962962963	107
Q3V096	PF12796	63	155	1.656892473118279	92	G5APJ5	30	120	0.4948131868131868	90
Q3V096	PF12796	163	247	0.2463647058823528	84	G5APJ5	128	212	1.5835411764705885	84
Q3V096	PF13637	268	317	0.21704000000000004	49	G5APJ5	233	282	0.6407200000000001	49
Q0VBM2	PF07894	14	280	6.216101123595504	266	G5C2E5	15	280	6.153988721804513	265
Q8C9V1	PF00566	93	290	10.712055555555542	197	G5BSA9	96	274	11.910240223463695	178
Q9CQ62	PF13561	68	301	5.627064102564101	233	G5BBP0	19	252	6.06104700854701	233
Q80ZW0	PF00069	206	526	7.072227414330215	320	G5BEP6	112	432	7.064959501557633	320
Q9DC50	PF00755	19	436	3.8865430622009565	417	G5AJW8	20	436	4.399940047961632	416
Q9D3F7	PF07809	101	219	2.291924369747899	118	G5C2I2	101	219	2.2727815126050417	118
Q3V3I2	PF00503	13	342	7.370951515151519	329	G5BVU6	14	343	6.249687878787878	329
Q3TTI8	PF15046	79	301	1.304627802690583	222	G5AS17	1	216	2.2048604651162784	215
Q3TD16	PF13901	435	632	0.6527171717171716	197	G5C1E8	454	651	1.9259090909090903	197
Q9WVF7	PF00136	713	1144	1.9158356481481464	431	G5ANV9	729	1160	1.8774259259259236	431
Q9WVF7	PF03104	86	425	2.431958823529411	339	G5ANV9	87	426	2.9256911764705884	339
Q9WVF7	PF08490	1543	1923	4.653461942257219	380	G5ANV9	1560	1939	5.4877552631578945	379
Q3TCV3	PF14959	645	752	6.345481481481483	107	G5AJU6	614	721	7.378268518518519	107
Q3UUI3	PF03061	139	209	12.947169014084508	70	G5B8K4	116	187	7.0085000000000015	71
Q8VIJ8	PF03666	63	102	19.967550000000006	39	G5BXY6	100	139	17.263925000000008	39
Q8VIJ8	PF03666	111	415	11.284114754098356	304	G5BXY6	148	452	11.296196721311475	304
Q9JI33	PF00053	261	317	0.08449122807017544	56	G5C0T3	306	362	0.027438596491228068	56
Q9JI33	PF00053	331	382	0.0	51	G5C0T3	376	427	0.13330769230769232	51
Q9JI33	PF00053	394	445	2.1795384615384616	51	G5C0T3	439	490	2.8002115384615385	51
Q9JI33	PF00055	33	259	5.609392070484585	226	G5C0T3	34	304	5.245346863468635	270
Q9JI33	PF01759	517	619	0.10174757281553398	102	G5C0T3	562	664	0.3479611650485436	102
Q8CII2	PF07065	41	313	3.2461904761904794	272	G5BE24	72	344	3.0547216117216123	272
P33174	PF00225	97	336	5.119470833333332	239	G5BIY7	1	170	7.2338470588235255	169
Q810L3	PF00498	37	104	5.7685	67	G5ANV3	31	98	7.252676470588236	67
Q810L3	PF10283	631	654	0.0	23	G5ANV3	541	564	0.0	23
Q810L3	PF13923	302	340	0.5563333333333332	38	G5ANV3	295	333	0.4113333333333333	38
Q810L3	PF17979	468	509	0.059333333333333335	41	G5ANV3	459	499	0.0508780487804878	40
Q8BWG8	PF00339	18	173	4.6886346153846175	155	G5AS77	19	174	4.633692307692308	155
Q8BWG8	PF02752	193	354	3.75220987654321	161	G5AS77	194	355	3.75220987654321	161
Q91ZG2	PF00149	90	286	1.4835989847715736	196	G5BM85	91	287	1.4835989847715736	196
Q64249	PF00105	73	141	0.06434782608695652	68	G5B6W5	13	81	0.05508695652173914	68
Q64249	PF00104	301	467	10.02636526946108	166	G5B6W5	240	406	9.711808383233533	166
Q9JI75	PF02525	3	179	4.117915254237289	176	G5BKE9	8	181	4.220609195402302	173
Q8VEE1	PF00412	261	301	11.791048780487804	40	G5BXA0	248	288	12.116682926829268	40
Q8VEE1	PF00412	307	360	0.28824074074074074	53	G5BXA0	294	347	0.2887962962962963	53
Q8VEE1	PF06297	116	199	0.0	83	G5BXA0	103	186	0.0	83
A2AVA0	PF00008	1199	1223	0.0444	24	G5C092	1148	1172	0.0	24
A2AVA0	PF00008	1233	1261	0.0	28	G5C092	1144	1172	0.0	28
A2AVA0	PF00008	1347	1376	0.0	29	G5C092	1258	1287	0.0	29
A2AVA0	PF00008	1385	1415	0.0	30	G5C092	1296	1326	0.0	30
A2AVA0	PF00008	3501	3524	0.0	23	G5C092	1147	1172	0.0	25
A2AVA0	PF00084	384	433	0.058099999999999985	49	G5C092	2632	2679	0.03697916666666667	47
A2AVA0	PF00084	438	493	1.3225178571428573	55	G5C092	380	435	0.0	55
A2AVA0	PF00084	513	553	0.9118780487804878	40	G5C092	455	495	0.8525121951219513	40
A2AVA0	PF00084	1626	1683	0.4698275862068967	57	G5C092	1537	1594	0.4485344827586206	57
A2AVA0	PF00084	1688	1741	0.23914814814814814	53	G5C092	1599	1652	0.22166666666666668	53
A2AVA0	PF00084	1787	1840	7.446000000000002	53	G5C092	1698	1751	0.0	53
A2AVA0	PF00084	1845	1898	0.0	53	G5C092	1756	1809	0.013981481481481482	53
A2AVA0	PF00084	1903	1956	6.866999999999997	53	G5C092	1814	1867	5.474222222222222	53
A2AVA0	PF00084	1961	2014	0.8282592592592594	53	G5C092	1872	1925	0.4706111111111112	53
A2AVA0	PF00084	2019	2076	0.4592586206896551	57	G5C092	1930	1987	3.4756034482758618	57
A2AVA0	PF00084	2081	2134	0.7086666666666667	53	G5C092	1992	2045	0.7089259259259261	53
